Cidade,Geocode,Eficiencia,Efic_Norm,Latitude,Longitude,x1,x2,x3,x4,x5,y1,y2,Iy3,Iy4,z1,z2,z3,z4,z5,z6,z7,z8,z9,Bioma
Wanderlândia,1722081,1.71736629618917,0.511704924248767,-6.84,-47.96,82095,1088,15270.91,1451,457,27322,30121,1.47164e-05,13937,0.73,0.08,0,0.378723404,0.77,0.154958678,8504,-6.84,-47.96,Amazônia
Xambioá,1722107,1.50367199616529,0.448032761909984,-6.41,-48.53,95994.7,2804,41450,1852,2234,53805,19163.09,4.87438e-06,15324,0.74,0.2,0.006465517,0.135338346,0.32,0.155172414,9847,-6.41,-48.53,Amazônia
Açailândia,2100055,1,0.29795910481313,-4.94,-47.5,457316.7,19289,279867,6288,13373,300797,140895,1.49822e-06,18654,0.72,0.17,0.004329004,0.236842105,0.73,0.130488559,19175,-4.94,-47.5,Amazônia
Alcântara,2100204,1,0.29795910481313,-2.4,-44.41,2269.8,305,1,4368,70,12591,1649.24,7.26457e-05,9.45,0.94,0.03,0.002547771,0.127310062,0.94,0.107006369,14866,-2.4,-44.41,Amazônia
Altamira do Maranhão,2100402,1.51968448933046,0.452803830039302,-4.16,-45.47,37914.7,350,4436.93,1508,974,15431,4315.08,1.44018e-05,14015,0.81,0.05,0,0.153465347,0.84,0.210653753,15407,-4.16,-45.47,Amazônia
Alto Alegre do Pindaré,2100477,1.62155661661703,0.48315755789102,-3.69,-45.9,67688.6,788,15023.08,3081,2120,33655,3937.61,8.09443e-06,11045,0.8,0.02,0,0.102272727,0.84,0.131191432,16691,-3.69,-45.9,Amazônia
Amapá do Maranhão,2100550,1.00000000000009,0.297959104813158,-1.67,-46,18171.7,80,2509.45,709,352,8252,3134.71,3.88119e-05,12351,0.9,0.01,0,0.117241379,0.9,0.023809524,13724,-1.67,-46,Amazônia
Amarante do Maranhão,2100600,1.04061651952755,0.310061166612184,-5.56,-46.74,214062.4,2778,39020,6895,1829,97350,50025.75,1.89709e-06,12134,0.85,0.04,0,0.179960448,0.77,0.203036876,5526,-5.56,-46.74,Amazônia
Anajatuba,2100709,1.23533085247538,0.368078074951606,-3.26,-44.61,11619.2,510,5043.1,4485,189,17430,2033.23,7.98115e-06,11518,0.92,0.03,0.003610108,0.090994372,0.66,0.1811071,27051,-3.26,-44.61,Amazônia
Apicum-Açu,2100832,1,0.29795910481313,-1.46,-45.1,384.2,28,457089,1100,21,997,410403,0.000176498,10705,0.75,0.05,1e-10,0.06626506,0.45,0.034682081,37.59,-1.46,-45.1,Amazônia
Araguanã,2100873,2.48930755771868,0.741711851502419,-2.95,-45.66,47954.6,475,6272.05,2311,473,18985,3331.1,2.06572e-05,13.21,0.81,0.05,0,0.232323232,0.95,0.122873346,19041,-2.95,-45.66,Amazônia
Arame,2100956,1.60466375916586,0.478124177207133,-4.73,-45.9,124426.7,1234,14868.07,5214,2401,38631,45869.68,3.56313e-06,13311,0.85,0.01,0,0.104166667,0.59,0.035663338,10801,-4.73,-45.9,Amazônia
Arari,2101004,1.52077501477546,0.453128762024671,-3.45,-44.77,40102.3,1061,9459.16,3129,523,26363,6137.15,1.05913e-05,19995,0.82,0.07,0.001587302,0.124505929,0.45,0.087301587,26.71,-3.45,-44.77,Amazônia
Axixá,2101103,1,0.29795910481313,-2.83,-44.05,1695.9,0.68,1,2611,41,8256,366296,0.000434783,11243,0.75,0.02,0,0.265822785,0.55,0.046043165,58946,-2.83,-44.05,Amazônia
Bacabal,2101202,1.02210784496246,0.304546338507491,-4.22,-44.77,115534.7,3049,30039.83,5372,1978,86283,13977.28,4.38711e-06,18305,0.8,0.07,0.002545825,0.157245632,0.43,0.122199593,61411,-4.22,-44.77,Amazônia
Bacabeira,2101251,1.00000000000007,0.297959104813151,-2.97,-44.31,5049.5,141,1,500,90,6583,1274.54,5.9505e-05,17478,0.73,0.1,0.012048193,0.318584071,0.78,0.072289157,27702,-2.97,-44.31,Amazônia
Bacuri,2101301,1,0.29795910481313,-1.7,-45.13,2159.2,18,1838.39,1903,106,4286,1287.59,8.48675e-05,10.85,0.86,0.04,0,0.135897436,0.45,0.022883295,21166,-1.7,-45.13,Amazônia
Bacurituba,2101350,1,0.29795910481313,-2.7,-44.73,1098.8,1745,1550.54,769,2,2803,460626,4.50961e-05,7369,0.98,0.03,0,0.162983425,0.9,0.052884615,8264,-2.7,-44.73,Amazônia
Bela Vista do Maranhão,2101772,0.999999999999933,0.29795910481311,-3.73,-45.31,7174.9,381,7307.03,464,172,6960,1079.26,6.12888e-05,17659,0.62,0.07,0,0.195121951,0.41,0.014925373,75044,-3.73,-45.31,Amazônia
Bequimão,2101905,0.999999999999788,0.297959104813067,-2.44,-44.78,5957.5,1025,4857.49,4737,79,19185,2420.68,3.1347e-05,10342,0.87,0.02,0.00099552,0.16967509,0.68,0.069188651,26176,-2.44,-44.78,Amazônia
Boa Vista do Gurupi,2101970,1,0.29795910481313,-1.78,-46.3,22396,111,1,571,246,3814,7548.29,5.42235e-05,12787,0.88,0.06,1e-10,0.119318182,0.39,0.244680851,23.1,-1.78,-46.3,Amazônia
Bom Jardim,2102002,1.28526119964628,0.382955276497657,-3.56,-45.99,173023.2,3513,39789.23,3940,2486,77356,34188.43,2.99255e-06,14311,0.8,0.04,0.000957854,0.176015474,0.87,0.201149425,6239,-3.56,-45.99,Amazônia
Bom Jesus das Selvas,2102036,1.48086105928924,0.441236035578445,-4.42,-46.76,139486.3,9196,41518,2499,2018,69310,51970,3.80052e-06,10.86,0.84,0.05,0.00128041,0.12802276,0.56,0.042253521,12795,-4.42,-46.76,Amazônia
Bom Lugar,2102077,1.17481416546719,0.350046577064388,-4.21,-45.03,33386.6,619,12342.61,3027,553,44821,1755.51,1.01916e-05,12444,0.83,0.03,0.001111111,0.160194175,0.67,0.088888889,36397,-4.21,-45.03,Amazônia
Brejo de Areia,2102150,1.50527227100589,0.448509578368942,-4.33,-45.58,68091.8,527,9496.8,3275,2469,26555,11875,1.90997e-05,13991,0.75,0.02,0,0.108013937,0.89,0.163558106,8819,-4.33,-45.58,Amazônia
Buriticupu,2102325,1.00000000000018,0.297959104813185,-4.34,-46.4,100738.9,6339,66143.97,5223,5785,126271,12040.05,3.52368e-06,14.11,0.86,0.04,0.001194743,0.121212121,0.8,0.103942652,28278,-4.34,-46.4,Amazônia
Buritirana,2102358,1.37112740490718,0.408539894150895,-5.59,-47.01,65284.2,960,16220.64,1509,673,39659,11837.98,8.18857e-06,15885,0.7,0.16,0.00170068,0.194444444,0.87,0.115646259,18548,-5.59,-47.01,Amazônia
Cachoeira Grande,2102374,1,0.29795910481313,-2.92,-44.05,1660.5,3.65,1,2843,42,6902,699331,0.000162482,9067,0.93,0.04,0,0.185117967,0.48,0.009955752,12655,-2.92,-44.05,Amazônia
Cajapió,2102408,1,0.29795910481313,-2.88,-44.67,10395.2,25,1,3157,31,5721,540166,5.59637e-05,10683,0.88,0.01,0,0.100443132,0.85,0.015364917,12126,-2.88,-44.67,Amazônia
Cajari,2102507,1.08139744649537,0.322212215104964,-3.32,-45.01,24147.6,236,3470.71,5546,269,21787,3988.56,1.89144e-05,13605,0.86,0.05,0.003722662,0.121633362,0.19,0.069334574,28864,-3.32,-45.01,Amazônia
Cândido Mendes,2102606,0.999999999999998,0.29795910481313,-1.44,-45.71,21512.7,156,3888.79,1503,23,7076,8056.97,6.95345e-05,12101,0.93,0.01,0.002309469,0.085858586,0.86,0.07852194,12155,-1.44,-45.71,Amazônia
Carutapera,2102903,1.14353307905665,0.340726092559924,-1.19,-46.02,24106.7,188,2610.54,1298,183,7394,9633.58,3.3827e-05,17471,0.87,0.02,0,0.103244838,0.68,0.171503958,19135,-1.19,-46.02,Amazônia
Cedral,2103109,1,0.29795910481313,-2,-44.53,1778.8,118,795968,970,26,2531,706495,0.000356072,9376,0.97,0.01,0,0.15,0.31,0.074812968,37043,-2,-44.53,Amazônia
Central do Maranhão,2103125,1,0.29795910481313,-2.19,-44.82,351.2,81,1,923,26,1565,412937,0.000136491,8.24,0.98,0.01,0,0.136239782,0.44,0.049046322,27002,-2.19,-44.82,Amazônia
Centro do Guilherme,2103158,1,0.29795910481313,-2.36,-46,30244.2,19,1,1202,38,6104,1857.6,1.87778e-05,8497,0.96,0.01,0,0.105134474,0.81,0.030588235,11607,-2.36,-46,Amazônia
Centro Novo do Maranhão,2103174,2.87633346653041,0.857029744831448,-2.1,-46.12,69231.9,967,5608.52,1864,582,14254,16968.43,5.27664e-06,9555,0.8,0.02,0.001865672,0.208816705,0.86,0.111940299,2577,-2.1,-46.12,Amazônia
Cidelândia,2103257,1.46514767550816,0.436554089813452,-5.17,-47.78,111463.2,9088,39080,2374,1498,60904,27303,5.41196e-06,12546,0.73,0.13,0,0.243792325,0.75,0.078431373,9931,-5.17,-47.78,Amazônia
Conceição do Lago-Açu,2103554,1.07111143926467,0.319147405598404,-3.83,-44.89,19905.8,135,1804.08,1854,103,8650,3134.35,2.45762e-05,16234,0.77,0.03,0,0.124183007,0.52,0.121900826,22083,-3.83,-44.89,Amazônia
Cururupu,2103703,1,0.29795910481313,-1.82,-44.86,654.1,77,1256.05,1408,27,2986,1429.64,0.00019831,12125,0.91,0.05,0.006772009,0.088709677,0.51,0.097065463,28092,-1.82,-44.86,Amazônia
Godofredo Viana,2104305,1,0.29795910481313,-1.4,-45.77,13008.6,18,1,818,101,5924,3656.23,0.000135438,12.09,0.74,0.04,0,0.217391304,0.82,0.030973451,17727,-1.4,-45.77,Amazônia
Governador Newton Bello,2104651,1.58651162034503,0.472715582173635,-3.42,-45.67,47255.2,1849,17947.7,1476,625,27473,5765.84,9.78872e-06,16515,0.67,0.07,0,0.205714286,0.8,0.196825397,8672,-3.42,-45.67,Amazônia
Governador Nunes Freire,2104677,1.45343267343429,0.433063498282635,-2.12,-45.88,40319.8,306,7121.84,1922,342,11538,4150.62,1.92651e-05,16368,0.79,0.04,0.001818182,0.131506849,0.91,0.161818182,24096,-2.12,-45.88,Amazônia
Grajaú,2104800,1,0.29795910481313,-5.81,-46.13,477767.7,11004,94405,12919,4167,158355,232976.69,2.72269e-06,15621,0.76,0.06,0.004042289,0.159657321,0.73,0.083022388,7811,-5.81,-46.13,Amazônia
Guimarães,2104909,1,0.29795910481313,-2.13,-44.6,823.8,42,885234,2450,55,3014,517464,0.000153762,9249,0.87,0.02,0.002227172,0.140625,0.41,0.064587973,19698,-2.13,-44.6,Amazônia
Humberto de Campos,2105005,1.71924345408319,0.51226424053446,-2.59,-43.46,15114.8,118,2401.94,2900,100,6878,1934.86,7.27852e-05,9304,0.92,0.01,0,0.089901478,0.9,0.050410317,13377,-2.59,-43.46,Amazônia
Icatu,2105104,1.00000000000004,0.297959104813142,-2.77,-44.06,5501.1,58,1272.62,3989,241,14507,2374.75,0.000167273,7527,0.86,0.01,0.00069979,0.124340618,0.77,0.058782365,18523,-2.77,-44.06,Amazônia
Igarapé do Meio,2105153,1,0.29795910481313,-3.66,-45.22,20343,146,3169.56,1115,55,10492,2787.47,2.08351e-05,15856,0.82,0.09,0,0.176100629,0.23,0.04432133,38372,-3.66,-45.22,Amazônia
Imperatriz,2105302,1.00000000000015,0.297959104813176,-5.52,-47.47,106327.7,3245,78970,2344,1692,114040,26046.39,7.12263e-06,27.69,0.66,0.24,0.001410437,0.32781457,0.63,0.136812412,185954,-5.52,-47.47,Amazônia
Itaipava do Grajaú,2105351,1.11795874614684,0.333105987219923,-5.14,-45.79,57965.7,276,8095.19,2529,458,22139,21382.25,1.55427e-05,14721,0.86,0.02,0.003754693,0.090443686,0.96,0.151439299,12922,-5.14,-45.79,Amazônia
Itapecuru Mirim,2105401,1.77055430340884,0.527552775266732,-3.39,-44.35,31963.2,962,7343.26,6874,150,18175,3966.19,2.05302e-05,13608,0.95,0.03,0.000469263,0.142933907,0.58,0.057250117,46027,-3.39,-44.35,Amazônia
Itinga do Maranhão,2105427,1.15487944105094,0.344106844422627,-4.44,-47.52,217602.5,15298,91372.73,2102,3701,125949,42897.47,4.39614e-06,18.55,0.74,0.1,0,0.193251534,0.6,0.151145038,7144,-4.44,-47.52,Amazônia
João Lisboa,2105500,1.23000778876032,0.366492019652203,-5.44,-47.4,84112.8,2540,31940.44,2099,1525,67381,11301.87,5.92274e-06,12796,0.74,0.22,0.002945508,0.256,0.76,0.129602356,20298,-5.44,-47.4,Amazônia
Junco do Maranhão,2105658,1.17104201033484,0.259234020204241,-1.84,-46.09,25947.4,204,2700.73,600,366,8349,4662.91,1.54344e-05,12059,0.8,0.02,0.005128205,0.157232704,0.93,0.102564103,5832,-1.84,-46.09,Amazônia
Lago da Pedra,2105708,1.10510432119475,0.244637368600021,-4.57,-45.13,75905.2,567,14011.29,4285,1795,41658,8942.03,5.2909e-06,13188,0.76,0.02,0,0.121883657,0.78,0.123762376,40192,-4.57,-45.13,Amazônia
Lago do Junco,2105807,1,0.221370384594587,-4.6,-45.04,17538.6,97,3012.94,1814,97,12236,2024.87,4.19774e-05,15177,0.91,0.05,0.005934718,0.134,0.71,0.121661721,32485,-4.6,-45.04,Amazônia
Lago Verde,2105906,1.14309637345535,0.253047683820489,-3.95,-44.82,35490.2,535,7548.82,2252,832,27474,4386.33,1.06572e-05,15696,0.81,0.1,0.003252033,0.175965665,0.57,0.086178862,25713,-3.95,-44.82,Amazônia
Lago dos Rodrigues,2105948,1.11538068943054,0.246912252188613,-4.6,-44.97,11105.7,298,1,1580,66,8673,1467.24,3.20694e-05,16115,0.93,0.08,0.006048387,0.121794872,0.81,0.215725806,39243,-4.6,-44.97,Amazônia
Luís Domingues,2106201,1,0.221370384594587,-1.26,-45.87,23676.1,38,2668.69,1004,170,7019,14106.77,8.91112e-05,12284,0.85,0.03,0,0.243523316,0.77,0.113553114,14798,-1.26,-45.87,Amazônia
Maracaçumé,2106326,1,0.221370384594587,-2.04,-45.95,40829.7,555,1,644,149,8224,11095.11,1.30811e-05,13138,0.86,0.03,1e-10,0.227642276,0.93,0.253807107,33489,-2.04,-45.95,Amazônia
Marajá do Sena,2106359,1.39160504897483,0.308060144895327,-4.59,-45.57,63265.1,271,4898.3,1464,370,11624,17566.27,1.25014e-05,13556,0.82,0.03,0.005235602,0.102040816,0.91,0.17539267,5421,-4.59,-45.57,Amazônia
Maranhãozinho,2106375,1.64274526208292,0.363655150458232,-2.24,-45.85,42955.9,275,3332.4,1951,342,12264,3310.2,1.45238e-05,10961,0.78,0.07,0.004683841,0.116207951,0.95,0.091334895,21507,-2.24,-45.85,Amazônia
Matinha,2106508,1.00000000000001,0.221370384594589,-3.1,-45.03,16256.7,358,11127.71,5042,661,36944,2468.07,2.12096e-05,13249,0.69,0.06,0.010437376,0.18423913,0.83,0.099403579,56495,-3.1,-45.03,Amazônia
Matões do Norte,2106631,1.44866162808977,0.320690781757653,-3.63,-44.55,38708.9,125,2178.81,1038,159,6277,11057.06,2.00441e-05,10876,0.88,0.03,0,0.144385027,0.42,0.020168067,21277,-3.63,-44.55,Amazônia
Miranda do Norte,2106755,1,0.221370384594587,-3.56,-44.58,19942.8,117,1,304,17,6654,1960.95,2.02757e-05,9809,0.87,0.1,0,0.352941177,0.3,0.023076923,83423,-3.56,-44.58,Amazônia
Mirinzal,2106805,1.87268799465605,0.414557661602675,-2.06,-44.78,1959.4,146,1776.34,2319,96,6042,1016.73,0.000118384,9937,0.93,0.02,0.002828854,0.1886121,0.58,0.042432815,21438,-2.06,-44.78,Amazônia
Monção,2106904,1.16067834334208,0.256939811256244,-3.49,-45.25,34341.2,445,9443.48,2567,226,27816,5541.9,1.1051e-05,16.22,0.84,0.05,0.004282655,0.144787645,0.32,0.056745182,26741,-3.49,-45.25,Amazônia
Morros,2107100,1.06351014856516,0.235429650608116,-2.86,-44.03,1176.8,87,1042.96,4066,204,8731,446717,0.000131783,9149,0.93,0.04,0,0.082139446,0.13,0.042654028,11242,-2.86,-44.03,Amazônia
Nina Rodrigues,2107209,1,0.221370384594587,-3.46,-43.9,2755.3,95,1210.1,2019,112,4616,730263,7.01346e-05,15.59,0.83,0.03,0.001515152,0.213720317,0.32,0.012121212,25308,-3.46,-43.9,Amazônia
Nova Olinda do Maranhão,2107357,4.51731608919314,1,-2.84,-45.69,67125.8,2083,6938,1988,553,22033,4808.55,1.27256e-05,13.87,0.81,0.04,0.002631579,0.158291457,0.82,0.164473684,8468,-2.84,-45.69,Amazônia
Olho d'Água das Cunhãs,2107407,1.00000000000016,0.221370384594622,-4.13,-45.11,50255.6,715,44250.95,1348,1006,53365,3051.53,7.35853e-06,13444,0.7,0.05,0,0.197802198,0.88,0.126385809,27621,-4.13,-45.11,Amazônia
Olinda Nova do Maranhão,2107456,1.45062949822339,0.321126409925966,-2.99,-44.99,3150.9,159,2809.05,4903,117,11185,621.42,4.05253e-05,11017,0.78,0.02,0.009505703,0.132382892,0.79,0.042775665,74.06,-2.99,-44.99,Amazônia
Paço do Lumiar,2107506,1,0.221370384594587,-2.53,-44.1,1560.4,565,8337.86,2834,54,21574,264574,0.000330957,19599,0.94,0.06,0.020674646,0.381818182,0.97,0.038084875,977335,-2.53,-44.1,Amazônia
Palmeirândia,2107605,1.27289493880898,0.281781242152647,-2.64,-44.89,6997.9,168,4434.86,6735,598,18002,576459,3.95449e-05,10502,0.94,0.03,0,0.139146568,0.81,0.04002079,36.5,-2.64,-44.89,Amazônia
Paulo Ramos,2108108,1.19716965529006,0.26501790701653,-4.44,-45.23,88998.6,907,12843.61,3927,810,36582,16763.6,9.94621e-06,15056,0.66,0.04,0.001408451,0.180762852,0.89,0.028169014,17677,-4.44,-45.23,Amazônia
Pedro do Rosário,2108256,1,0.221370384594587,-2.97,-45.34,86347.2,372,9821.45,8638,105,40649,23540.94,1.94141e-05,10243,0.91,0.01,0,0.112585034,0.48,0.038658147,14287,-2.97,-45.34,Amazônia
Penalva,2108306,1,0.221370384594587,-3.29,-45.17,29443,345,6277,6205,1139,35815,6506.69,2.44812e-05,13866,0.93,0.02,0.001073345,0.108504399,0.41,0.044722719,47662,-3.29,-45.17,Amazônia
Peri Mirim,2108405,1,0.221370384594587,-2.57,-44.85,4790.4,371,2059.24,1828,421,8162,966293,5.02312e-05,10.14,0.85,0.01,0,0.135,0.71,0.063191153,35298,-2.57,-44.85,Amazônia
Pindaré-Mirim,2108504,1,0.221370384594587,-3.6,-45.34,15714,490,26766.01,841,8897,55249,1439.97,3.64452e-05,22538,0.58,0.16,0.012448133,0.24852071,0.62,0.128630705,118775,-3.6,-45.34,Amazônia
Pinheiro,2108603,1.48282896551415,0.328254418383861,-2.52,-45.08,20336.4,910,6987.46,8255,242,28669,6098.38,1.11659e-05,11202,0.81,0.03,0.00137237,0.095367847,0.53,0.131747484,54445,-2.52,-45.08,Amazônia
Pio XII,2108702,1.31459404407382,0.291012189122374,-3.89,-45.16,30741,598,3763.08,2127,750,16941,4272.76,1.68847e-05,14355,0.81,0.02,0,0.123481781,0.83,0.132653061,38267,-3.89,-45.16,Amazônia
Porto Rico do Maranhão,2109056,1,0.221370384594587,-1.89,-44.6,380.4,16,521375,709,28,1560,316585,0.000210118,5546,0.96,0.01,0,0.211764706,0.42,0.007042254,26591,-1.89,-44.6,Amazônia
Presidente Juscelino,2109205,1,0.221370384594587,-2.92,-44.06,607.4,10,895991,2376,56,5086,296044,0.000173967,7875,0.92,0.03,0.001282051,0.180970149,0.42,0.012820513,35681,-2.92,-44.06,Amazônia
Presidente Médici,2109239,1,0.221370384594587,-2.38,-45.81,17743.9,113,1958.42,495,64,4836,1252,1.80584e-05,12542,0.85,0.07,0.009009009,0.145038168,0.7,0.130630631,15.92,-2.38,-45.81,Amazônia
Presidente Sarney,2109270,1.40570626034701,0.311181735480035,-2.59,-45.36,24758.4,603,6364.1,5321,636,24574,4981.63,4.41696e-05,12361,0.88,0.01,0.003521127,0.105263158,0.78,0.165492958,25957,-2.59,-45.36,Amazônia
Presidente Vargas,2109304,1,0.221370384594587,-3.4,-44.02,2473.6,199,1321.51,2082,13,4989,231129,0.000113051,14787,0.84,0.07,0,0.16360601,0.37,0.025940337,24977,-3.4,-44.02,Amazônia
Primeira Cruz,2109403,1,0.221370384594587,-2.5,-43.43,1125.3,228,1,1614,79,5413,1542.47,0.000104935,15074,0.89,0.07,0,0.043650794,0.59,0.011061947,11119,-2.5,-43.43,Amazônia
Raposa,2109452,1,0.221370384594587,-2.42,-44.1,176.8,266,3562.09,717,7,6156,90994,0.00091285,18198,0.93,0.1,0.004,0.37037037,0.94,0.084,464804,-2.42,-44.1,Amazônia
Rosário,2109601,1,0.221370384594587,-2.93,-44.23,1048.8,23,1,1646,66,7319,653643,0.00013446,19139,0.8,0.1,0,0.117056856,0.63,0.095918367,61769,-2.93,-44.23,Amazônia
Santa Helena,2109809,1.23009633432747,0.272306898618463,-2.23,-45.29,21826.3,731,6211.89,5059,1674,16379,6199.02,2.16819e-05,17026,0.94,0.02,0,0.094760312,0.83,0.084046693,19086,-2.23,-45.29,Amazônia
Santa Inês,2109908,1,0.221370384594587,-3.66,-45.38,44569.5,672,16905.21,909,656,30300,1652.24,8.85795e-05,17335,0.7,0.1,0,0.224880383,0.65,0.046099291,111878,-3.66,-45.38,Amazônia
Santa Luzia,2110005,1.32229625805233,0.292717231193028,-4.06,-45.68,261921.6,11848,65880.37,6753,2718,125021,39000.98,4.56822e-05,13769,0.84,0.03,0.001019888,0.119860627,0.82,0.069862315,14797,-4.06,-45.68,Amazônia
Santa Luzia do Paruá,2110039,1.31350875894348,0.290771939135677,-2.62,-45.77,63597.7,1415,10616,2273,757,20120,5261,7.61422e-06,15772,0.81,0.05,0.00240096,0.139325843,0.82,0.102040816,24687,-2.62,-45.77,Amazônia
Santa Rita,2110203,0.99999999999997,0.22137038459458,-3.14,-44.32,15414.6,465,6308.24,5681,348,24842,4665.87,2.50521e-05,19311,0.76,0.06,0.001865672,0.133487654,0.48,0.055970149,52507,-3.14,-44.32,Amazônia
São Bento,2110500,3.3405474315687,0.739498269682824,-2.69,-44.82,4776.1,1928,2677.06,4750,555,9018,457,3.16247e-05,10.04,0.94,0.01,0,0.083700441,0.82,0.097763049,98187,-2.69,-44.82,Amazônia
São Francisco do Brejão,2110856,1.15764413173009,0.256268126664757,-5.12,-47.38,68638.3,929,22892,1398,3582,48072,10101.43,6.93229e-06,15791,0.64,0.17,0,0.230088496,0.68,0.157480315,15837,-5.12,-47.38,Amazônia
São João Batista,2111003,1,0.221370384594587,-2.95,-44.8,3741.9,42,1,7233,23,19030,908745,2.06882e-05,10501,0.96,0.01,0.000845666,0.138974359,0.94,0.006765328,29401,-2.95,-44.8,Amazônia
São João do Carú,2111029,0.999999999999963,0.221370384594579,-3.55,-46.25,19086.3,329,4296.85,1439,160,14846,1736.11,1.21316e-05,19377,0.8,0.04,0.002785515,0.152173913,0.81,0.08913649,17014,-3.55,-46.25,Amazônia
São José de Ribamar,2111201,1,0.221370384594587,-2.56,-44.05,1195.7,545,1,2706,77,18694,339494,0.000250445,17.86,0.84,0.12,0.00729927,0.445121951,0.96,0.068821689,457306,-2.56,-44.05,Amazônia
São Luís,2111300,0.999999999999988,0.221370384594584,-2.52,-44.3,2015.7,838,13118.87,2536,112,19422,670103,0.000107197,21145,0.79,0.13,0.004895961,0.310344828,0.53,0.100367197,1307.9,-2.52,-44.3,Amazônia
São Luís Gonzaga do Maranhão,2111409,1.08827992756982,0.240912946112699,-4.38,-44.66,56548.8,971,9528.93,4111,1512,48226,11350.61,6.87948e-06,15036,0.84,0.04,0.001849568,0.084337349,0.39,0.119605425,20.07,-4.38,-44.66,Amazônia
São Mateus do Maranhão,2111508,1.26224976241253,0.279424715359687,-4.03,-44.47,36845.9,1900,8810.86,2048,832,24719,5153.2,1.14906e-05,15709,0.75,0.09,0,0.085173502,0.55,0.102112676,52338,-4.03,-44.47,Amazônia
São Pedro da Água Branca,2111532,1.12105331140638,0.248168002697066,-5.08,-48.42,61235.8,1259,27929.79,851,958,41051,20076.85,1.6824e-05,15823,0.78,0.09,0,0.247619048,0.92,0.161016949,17365,-5.08,-48.42,Amazônia
São Vicente Ferrer,2111706,1.12171276007566,0.248313985102603,-2.89,-44.88,3748.3,71,3426.48,8180,206,17225,654,4.55147e-05,9843,0.79,0.01,0,0.09569378,0.74,0.024888004,54886,-2.89,-44.88,Amazônia
Satubinha,2111722,1.37722186875396,0.304876134758139,-4.03,-45.23,19696.6,461,3616.4,1741,504,11503,2713.62,2.27612e-05,14215,0.8,0.03,0,0.161290323,0.85,0.104408353,31572,-4.03,-45.23,Amazônia
Senador La Rocque,2111763,1,0.221370384594587,-5.44,-47.29,55691,1716,21476.46,1383,764,55807,8151.39,4.55307e-06,21789,0.71,0.13,0,0.269911504,0.84,0.176817289,18.79,-5.44,-47.29,Amazônia
Serrano do Maranhão,2111789,2.04105790764637,0.4518297739955,-1.85,-45.12,1822.1,23,1245.99,1931,94,3254,1108.75,6.53135e-05,9377,0.9,0.03,0.004016064,0.074698795,0.57,0.054216867,9469,-1.85,-45.12,Amazônia
Tufilândia,2112274,1,0.221370384594587,-3.72,-45.55,13614,34,992435,334,59,3609,677867,3.92985e-05,9728,0.8,0.18,1e-10,0.268292683,0.93,0.093023256,21202,-3.72,-45.55,Amazônia
Turiaçu,2112407,0.999999999999884,0.221370384594561,-1.66,-45.37,9397.9,599,2875.86,5490,114,13246,2267.62,3.38041e-05,20734,0.97,0.01,0,0.115508885,0.73,0.022691293,13598,-1.66,-45.37,Amazônia
Turilândia,2112456,1.13994002003978,0.252348960650966,-2.2,-45.34,23270.5,146,4473.59,2152,102,13502,4418.37,1.49162e-05,15.24,0.85,0.04,0.005738881,0.087912088,0.85,0.043041607,16889,-2.2,-45.34,Amazônia
Viana,2112803,1.05662412177853,0.23390528821003,-3.22,-45,32804.8,475,7866.54,7799,286,33729,3694,2.35659e-05,13517,0.9,0.03,0.000371471,0.14453918,0.47,0.063893016,44279,-3.22,-45,Amazônia
Vila Nova dos Martírios,2112852,0.999999999999955,0.221370384594577,-5.18,-48.13,98431,3491,52662.41,1900,629,110673,13905.81,7.3428e-06,15342,0.77,0.06,0.00286533,0.224669604,0.75,0.088825215,11339,-5.18,-48.13,Amazônia
Vitória do Mearim,2112902,1.05109854183047,0.23268208845182,-3.46,-44.87,28245.9,671,5572.75,4782,166,20593,5720.31,1.69441e-05,18916,0.83,0.06,0.003533569,0.089761571,0.33,0.224381625,45.02,-3.46,-44.87,Amazônia
Vitorino Freire,2113009,1,0.221370384594587,-4.28,-45.25,74235.1,1100,16375.54,3718,1798,63290,4024,5.70736e-06,15407,0.66,0.06,0.002143623,0.13681592,0.85,0.093247588,25875,-4.28,-45.25,Amazônia
Zé Doca,2114007,1.29072876925451,0.285729124057169,-3.24,-45.82,71809,1904,19038.87,3188,953,47046,9419.29,3.68425e-06,15506,0.77,0.04,0.003420753,0.172566372,0.9,0.221208666,23.87,-3.24,-45.82,Amazônia
Água Boa,5100201,1.3958508040522,0.309000029329698,-14.05,-52.15,676628.4,36373,589900.89,3652,36355,719215,223631,7.64387e-06,10254,0.6,0.26,0.010901883,0.271217712,0.87,0.273538157,3262,-14.05,-52.15,Amazônia
Alta Floresta,5100250,1.63599158903937,0.362160087259155,-9.87,-56.08,731303.4,22787,280514,5291,17335,456967,326097,6.28426e-07,11.88,0.72,0.23,0.005970149,0.261517615,0.93,0.197014925,5606,-9.87,-56.08,Amazônia
Alto Boa Vista,5100359,1.33535564712517,0.295608193174654,-11.67,-51.38,98039.3,3988,42260.68,1630,393,69040,58661.81,1.26027e-05,9236,0.88,0.14,0.009661836,0.358974359,0.93,0.154589372,2886,-11.67,-51.38,Amazônia
