"Cidade","Bioma","Estado","Regiao","Geocode","Eficiencia_VRS","Efic_Norm_VRS","Eficiencia_CRS","Efic_Norm_CRS","Latitude","Longitude","x1","x2","x3","x4","x5","y1","y2","Iy3","Iy4","z1","z2","z3","z4","z5","z6","z7","z8","z9","cluster","Eficiencia_Bootstrap"
"Duque Bacelar","Cerrado","MA","NORDESTE",2103901,1,1,1,1,-4.15,-42.94,1654.3,104,831051,998,39,4444,820307,8.55398e-05,10546,0.96,0.1,0.011406844,0.112903226,0.48,0.117870722,35254,-4.15,-42.94,"0.76 - 1.00",1.13515558672005
"Esperantinópolis","Cerrado","MA","NORDESTE",2104008,1.20194775797147,0.83198291553678,2.08896217302036,0.478706609873233,-4.88,-44.68,28462.4,751,9250,2994,1149,25681,7971.58,2.74354e-05,15328,0.81,0.02,0.003513703,0.210775047,0.47,0.12227688,36807,-4.88,-44.68,"0.76 - 1.00",1.2503547395518
"Estreito","Cerrado","MA","NORDESTE",2104057,1.00000000000005,0.999999999999951,2.50193179176005,0.399691151970423,-6.56,-47.45,170684.2,2710,46636.52,4243,1371,90336,64609.76,4.2904e-06,11438,0.8,0.04,0,0.171539961,0.92,0.214016579,15487,-6.56,-47.45,"0.76 - 1.00",1.10040311305677
"Feira Nova do Maranhão","Cerrado","MA","NORDESTE",2104073,1.10044536993049,0.908722983734453,2.07126767250085,0.482796122044718,-6.96,-46.68,101609.5,1790,14474.68,2682,3851,45559,46930.89,7.20796e-06,12738,0.79,0.04,0,0.136363636,0.92,0.280667321,5682,-6.96,-46.68,"0.76 - 1.00",1.15643348609876
"Fernando Falcão","Cerrado","MA","NORDESTE",2104081,1,1,1,1,-6.15,-44.89,69842.8,1932,1,3583,112,23500,33500.34,2.24943e-05,16212,0.84,0.01,0,0.115646259,0.9,0.050131926,2.03,-6.15,-44.89,"0.76 - 1.00",1.1477198762335
"Formosa da Serra Negra","Cerrado","MA","NORDESTE",2104099,1.44308558583551,0.692959592844261,4.54603554843475,0.219971883049685,-6.43,-46.19,165358.6,2129,14164.02,7258,3072,31899,65397.79,4.20431e-06,10737,0.9,0.02,0,0.116005874,0.87,0.081067214,5147,-6.43,-46.19,"0.51 - 0.75",1.49499873068221
"Fortaleza dos Nogueiras","Cerrado","MA","NORDESTE",2104107,1.15847484365135,0.863203897331204,2.55501763728451,0.391386730724414,-6.96,-46.17,124789.4,3815,25912.17,4111,2406,59635,54227.95,6.3871e-06,11847,0.79,0.06,0.000919118,0.152439024,0.93,0.211397059,6.69,-6.96,-46.17,"0.76 - 1.00",1.21322497218532
"Fortuna","Cerrado","MA","NORDESTE",2104206,1.85391696205686,0.539398484649782,1.90666172524392,0.524476883738814,-5.73,-44.15,12587.3,401,3600.29,1387,230,8290,3137.68,1.38348e-05,10496,0.91,0.06,0.009463722,0.115384615,0.86,0.044164038,21.96,-5.73,-44.15,"0.51 - 0.75",2.00087645120451
"Godofredo Viana","Amazônia","MA","NORDESTE",2104305,1,1,1,1,-1.4,-45.77,13008.6,18,1,818,101,5924,3656.23,0.000135438,12.09,0.74,0.04,0,0.217391304,0.82,0.030973451,17727,-1.4,-45.77,"0.76 - 1.00",1.14659544055447
"Gonçalves Dias","Cerrado","MA","NORDESTE",2104404,1.40246979784551,0.71302783242549,2.29680935528238,0.435386593014401,-5.15,-44.29,34818.5,689,4374.55,2066,548,14885,11825.22,1.50418e-05,13293,0.79,0.02,0,0.123511905,0.48,0.089931574,19903,-5.15,-44.29,"0.51 - 0.75",1.45139302344945
"Governador Archer","Cerrado","MA","NORDESTE",2104503,1,1,1.08591115856661,0.920885647146297,-5.02,-44.27,38635.6,165,3325.95,686,458,10555,5852.89,1.74927e-05,14813,0.75,0.03,0,0.123595506,0.44,0.051219512,23999,-5.02,-44.27,"0.76 - 1.00",1.07980204743029
"Governador Edison Lobão","Cerrado","MA","NORDESTE",2104552,1.4368729991797,0.695955732045135,1.52046144869351,0.657695070703221,-5.74,-47.36,40089.4,576,10569.99,852,226,26452,9886.61,1.55415e-05,17.52,0.56,0.13,0,0.497382199,0.87,0.079617834,29741,-5.74,-47.36,"0.51 - 0.75",1.54150817402313
"Governador Eugênio Barros","Cerrado","MA","NORDESTE",2104602,1.12938828048048,0.885435077805628,1.96453188498108,0.50902711615171,-5.32,-44.24,47949.5,1292,7042.18,2974,298,24682,6617.64,1.84992e-05,15896,0.85,0.02,0.000897666,0.157076205,0.47,0.128366248,20296,-5.32,-44.24,"0.76 - 1.00",1.16318185366945
"Governador Luiz Rocha","Cerrado","MA","NORDESTE",2104628,1,1,1.12324082481488,0.890281031376163,-5.46,-44.07,11180.8,254,3844.79,559,32,7951,3043.76,4.13145e-05,11.19,0.68,0.07,1e-10,0.116883117,0.91,0.094972067,20656,-5.46,-44.07,"0.76 - 1.00",1.14301761848129
"Governador Newton Bello","Amazônia","MA","NORDESTE",2104651,1.14499723183747,0.873364556869034,2.1216652762087,0.471327881552996,-3.42,-45.67,47255.2,1849,17947.7,1476,625,27473,5765.84,9.78872e-06,16515,0.67,0.07,0,0.205714286,0.8,0.196825397,8672,-3.42,-45.67,"0.76 - 1.00",1.20099634551282
"Governador Nunes Freire","Amazônia","MA","NORDESTE",2104677,1.24339880760907,0.804247192357294,2.05201190400702,0.487326607631891,-2.12,-45.88,40319.8,306,7121.84,1922,342,11538,4150.62,1.92651e-05,16368,0.79,0.04,0.001818182,0.131506849,0.91,0.161818182,24096,-2.12,-45.88,"0.76 - 1.00",1.30521648743911
"Graça Aranha","Cerrado","MA","NORDESTE",2104701,1.2493280442089,0.800430283011232,1.52231393626432,0.65689472859583,-5.4,-44.33,14315.9,323,2296.47,1688,219,7203,4222.75,5.52727e-05,14871,0.85,0.03,0,0.145454546,0.59,0.061002179,22598,-5.4,-44.33,"0.76 - 1.00",1.33193278532463
"Grajaú","Amazônia","MA","NORDESTE",2104800,0.999999999999985,1.00000000000002,3.35939008897059,0.297673081576075,-5.81,-46.13,477767.7,11004,94405,12919,4167,158355,232976.69,2.72269e-06,15621,0.76,0.06,0.004042289,0.159657321,0.73,0.083022388,7811,-5.81,-46.13,"0.76 - 1.00",1.1343308711835
"Guimarães","Amazônia","MA","NORDESTE",2104909,1,1,1.16695171950604,0.856933481723895,-2.13,-44.6,823.8,42,885234,2450,55,3014,517464,0.000153762,9249,0.87,0.02,0.002227172,0.140625,0.41,0.064587973,19698,-2.13,-44.6,"0.76 - 1.00",1.12801118658706
"Humberto de Campos","Amazônia","MA","NORDESTE",2105005,1.53715759013271,0.650551385504764,1.68163266710951,0.594660189206991,-2.59,-43.46,15114.8,118,2401.94,2900,100,6878,1934.86,7.27852e-05,9304,0.92,0.01,0,0.089901478,0.9,0.050410317,13377,-2.59,-43.46,"0.51 - 0.75",1.63852042592842
"Icatu","Amazônia","MA","NORDESTE",2105104,0.99999999999993,1.00000000000007,1.00000000000005,0.999999999999955,-2.77,-44.06,5501.1,58,1272.62,3989,241,14507,2374.75,0.000167273,7527,0.86,0.01,0.00069979,0.124340618,0.77,0.058782365,18523,-2.77,-44.06,"0.76 - 1.00",1.13486005997506
"Igarapé do Meio","Amazônia","MA","NORDESTE",2105153,1,1,1,1,-3.66,-45.22,20343,146,3169.56,1115,55,10492,2787.47,2.08351e-05,15856,0.82,0.09,0,0.176100629,0.23,0.04432133,38372,-3.66,-45.22,"0.76 - 1.00",1.10449621140675
"Igarapé Grande","Cerrado","MA","NORDESTE",2105203,1.18813108936123,0.841657969355572,1.25753246187567,0.795208100241363,-4.58,-44.85,24701.5,111,4618.17,1269,333,10519,4144.75,2.81288e-05,12756,0.91,0.04,0,0.180412371,0.46,0.078668684,32378,-4.58,-44.85,"0.76 - 1.00",1.27602573981252
"Imperatriz","Amazônia","MA","NORDESTE",2105302,1.00000000000002,0.999999999999977,1.35601427846952,0.737455361553168,-5.52,-47.47,106327.7,3245,78970,2344,1692,114040,26046.39,7.12263e-06,27.69,0.66,0.24,0.001410437,0.32781457,0.63,0.136812412,185954,-5.52,-47.47,"0.76 - 1.00",1.12469989297552
"Itaipava do Grajaú","Amazônia","MA","NORDESTE",2105351,1.16102315047421,0.861309268115418,1.53136755019559,0.653011094477141,-5.14,-45.79,57965.7,276,8095.19,2529,458,22139,21382.25,1.55427e-05,14721,0.86,0.02,0.003754693,0.090443686,0.96,0.151439299,12922,-5.14,-45.79,"0.76 - 1.00",1.23317489407813
"Itapecuru Mirim","Amazônia","MA","NORDESTE",2105401,1.36871911954675,0.730610090645294,1.96745348706254,0.508271228049729,-3.39,-44.35,31963.2,962,7343.26,6874,150,18175,3966.19,2.05302e-05,13608,0.95,0.03,0.000469263,0.142933907,0.58,0.057250117,46027,-3.39,-44.35,"0.51 - 0.75",1.43205152069392
"Itinga do Maranhão","Amazônia","MA","NORDESTE",2105427,1.48675302868283,0.672606667487966,1.50136183161932,0.666061957177525,-4.44,-47.52,217602.5,15298,91372.73,2102,3701,125949,42897.47,4.39614e-06,18.55,0.74,0.1,0,0.193251534,0.6,0.151145038,7144,-4.44,-47.52,"0.51 - 0.75",1.6025899943852
"Jatobá","Cerrado","MA","NORDESTE",2105450,1.57607259102841,0.634488541766647,1.74976164826447,0.571506411168554,-5.81,-44.22,12777.9,359,3059.08,1913,84,7882,3072.92,2.819e-05,11924,0.94,0.03,0,0.167938931,0.77,0.115530303,17283,-5.81,-44.22,"0.51 - 0.75",1.69540099950713
"Jenipapo dos Vieiras","Cerrado","MA","NORDESTE",2105476,1.1440607257087,0.874079476314987,1.96853397754214,0.507992247737869,-5.37,-45.63,49972.7,491,9516.25,2811,1071,25385,12307.27,7.82003e-06,16493,0.9,0.03,0.002145923,0.13877551,0.96,0.080472103,8315,-5.37,-45.63,"0.76 - 1.00",1.19462194304425
"João Lisboa","Amazônia","MA","NORDESTE",2105500,1.08909740114618,0.918191521665177,1.96973138376752,0.507683437569691,-5.44,-47.4,84112.8,2540,31940.44,2099,1525,67381,11301.87,5.92274e-06,12796,0.74,0.22,0.002945508,0.256,0.76,0.129602356,20298,-5.44,-47.4,"0.76 - 1.00",1.16460778131174
"Joselândia","Cerrado","MA","NORDESTE",2105609,1.30100468302699,0.768636741316983,1.63391068271848,0.612028558584497,-4.96,-44.7,27242.6,153,3233.27,2298,267,10592,6220.64,2.37732e-05,14685,0.96,0.01,0,0.096311475,0.64,0.070680628,22588,-4.96,-44.7,"0.76 - 1.00",1.38475343787627
"Junco do Maranhão","Amazônia","MA","NORDESTE",2105658,1.19446550772438,0.837194538924056,1.28700123876761,0.777000029120069,-1.84,-46.09,25947.4,204,2700.73,600,366,8349,4662.91,1.54344e-05,12059,0.8,0.02,0.005128205,0.157232704,0.93,0.102564103,5832,-1.84,-46.09,"0.76 - 1.00",1.2837103983931
"Lago da Pedra","Amazônia","MA","NORDESTE",2105708,1.08082952176574,0.925215290535652,1.63862132469247,0.610269123763341,-4.57,-45.13,75905.2,567,14011.29,4285,1795,41658,8942.03,5.2909e-06,13188,0.76,0.02,0,0.121883657,0.78,0.123762376,40192,-4.57,-45.13,"0.76 - 1.00",1.15247417408105
"Lago do Junco","Amazônia","MA","NORDESTE",2105807,1,1,1,1,-4.6,-45.04,17538.6,97,3012.94,1814,97,12236,2024.87,4.19774e-05,15177,0.91,0.05,0.005934718,0.134,0.71,0.121661721,32485,-4.6,-45.04,"0.76 - 1.00",1.11538768130643
"Lago Verde","Amazônia","MA","NORDESTE",2105906,1.12577116988653,0.888279986865175,1.81813129985898,0.550015282217276,-3.95,-44.82,35490.2,535,7548.82,2252,832,27474,4386.33,1.06572e-05,15696,0.81,0.1,0.003252033,0.175965665,0.57,0.086178862,25713,-3.95,-44.82,"0.76 - 1.00",1.17991417797002
"Lagoa do Mato","Cerrado","MA","NORDESTE",2105922,1.52219858266312,0.656944508679332,2.72958038982817,0.36635667655238,-6.04,-43.52,53632,988,4845.46,3104,243,15451,15236.39,1.97376e-05,11888,0.85,0.02,0,0.072222222,0.57,0.122529644,7302,-6.04,-43.52,"0.51 - 0.75",1.5839089605169
"Lago dos Rodrigues","Amazônia","MA","NORDESTE",2105948,1,1,1,1,-4.6,-44.97,11105.7,298,1,1580,66,8673,1467.24,3.20694e-05,16115,0.93,0.08,0.006048387,0.121794872,0.81,0.215725806,39243,-4.6,-44.97,"0.76 - 1.00",1.13928114894833
"Lagoa Grande do Maranhão","Cerrado","MA","NORDESTE",2105963,1.49714293165116,0.667938898056398,2.08051076839825,0.480651201228765,-4.81,-45.33,38679.1,322,4502.36,2257,268,14585,5918.78,1.48681e-05,12122,0.86,0.01,0,0.050632911,0.49,0.265546218,15165,-4.81,-45.33,"0.51 - 0.75",1.58273396444662
"Lajeado Novo","Cerrado","MA","NORDESTE",2105989,1.57170225590514,0.636252824759167,2.84905779879868,0.350993230260775,-6.18,-47.03,57722.1,863,10553,1624,486,21963,16266.52,1.18051e-05,11201,0.87,0.02,0,0.21978022,0.88,0.20260492,7036,-6.18,-47.03,"0.51 - 0.75",1.64897073830692
"Lima Campos","Cerrado","MA","NORDESTE",2106003,1.06785283363925,0.936458628472233,1.17348767261449,0.852160634778578,-4.51,-44.46,15760.3,147,2930.01,2337,102,10659,4962.16,5.52891e-05,17178,0.86,0.04,0.002781641,0.127027027,0.55,0.140472879,36328,-4.51,-44.46,"0.76 - 1.00",1.14010575722102
"Loreto","Cerrado","MA","NORDESTE",2106102,1.00000000000035,0.999999999999649,1.00000000000036,0.999999999999643,-7.08,-45.14,216072,11509,96741.25,2304,1032,207279,82736.24,1.17937e-05,17.12,0.75,0.11,0.006908463,0.13559322,0.84,0.151986183,3339,-7.08,-45.14,"0.76 - 1.00",1.14781730988336
"Luís Domingues","Amazônia","MA","NORDESTE",2106201,1,1,1.0000000000003,0.999999999999696,-1.26,-45.87,23676.1,38,2668.69,1004,170,7019,14106.77,8.91112e-05,12284,0.85,0.03,0,0.243523316,0.77,0.113553114,14798,-1.26,-45.87,"0.76 - 1.00",1.14690127110917
"Magalhães de Almeida","Cerrado","MA","NORDESTE",2106300,0.999999999999958,1.00000000000004,1,1,-3.39,-42.2,8260.4,149,1,1489,357,15153,3093.17,3.85553e-05,12097,0.65,0.06,0,0.132625995,0.34,0.010752688,45663,-3.39,-42.2,"0.76 - 1.00",1.14709502430693
"Maracaçumé","Amazônia","MA","NORDESTE",2106326,1,1,1.00000000000025,0.999999999999749,-2.04,-45.95,40829.7,555,1,644,149,8224,11095.11,1.30811e-05,13138,0.86,0.03,1e-10,0.227642276,0.93,0.253807107,33489,-2.04,-45.95,"0.76 - 1.00",1.11601760733316
"Marajá do Sena","Amazônia","MA","NORDESTE",2106359,1.45095339460072,0.68920201277394,1.96410190623058,0.509138551735923,-4.59,-45.57,63265.1,271,4898.3,1464,370,11624,17566.27,1.25014e-05,13556,0.82,0.03,0.005235602,0.102040816,0.91,0.17539267,5421,-4.59,-45.57,"0.51 - 0.75",1.54676584420598
"Maranhãozinho","Amazônia","MA","NORDESTE",2106375,1.56747869104045,0.637967205369936,2.17397978659255,0.459985877590601,-2.24,-45.85,42955.9,275,3332.4,1951,342,12264,3310.2,1.45238e-05,10961,0.78,0.07,0.004683841,0.116207951,0.95,0.091334895,21507,-2.24,-45.85,"0.51 - 0.75",1.65183490684998
"Mata Roma","Cerrado","MA","NORDESTE",2106409,1,1,1,1,-3.62,-43.11,28551.9,1209,1,3531,2216,41829,14986,9.05126e-05,10.83,0.9,0.01,0,0.135764944,0.66,0.044692737,30534,-3.62,-43.11,"0.76 - 1.00",1.14081559752025
"Matinha","Amazônia","MA","NORDESTE",2106508,1.00000000000013,0.999999999999875,1,1,-3.1,-45.03,16256.7,358,11127.71,5042,661,36944,2468.07,2.12096e-05,13249,0.69,0.06,0.010437376,0.18423913,0.83,0.099403579,56495,-3.1,-45.03,"0.76 - 1.00",1.12026175039711
"Matões","Cerrado","MA","NORDESTE",2106607,1.21471594863194,0.823237729879348,1.66428174283934,0.600859802916515,-5.51,-43.19,57434.8,782,6025.7,5961,281,28288,24353.6,2.93888e-05,13.05,0.8,0.04,0,0.072407045,0.36,0.056140351,15837,-5.51,-43.19,"0.76 - 1.00",1.2925712561915
"Matões do Norte","Amazônia","MA","NORDESTE",2106631,1.47087516870571,0.679867347872861,1.60670935067334,0.622390104085048,-3.63,-44.55,38708.9,125,2178.81,1038,159,6277,11057.06,2.00441e-05,10876,0.88,0.03,0,0.144385027,0.42,0.020168067,21277,-3.63,-44.55,"0.51 - 0.75",1.58210529356045
"Milagres do Maranhão","Cerrado","MA","NORDESTE",2106672,1.50256663094773,0.665527890346705,3.24623816867237,0.308048870120018,-3.58,-42.6,33699.8,1227,8339.69,6769,981,20847,16434.23,9.14844e-05,11742,0.9,0.02,0,0.084033613,0.78,0.133558749,13117,-3.58,-42.6,"0.51 - 0.75",1.59286289303285
"Mirador","Cerrado","MA","NORDESTE",2106706,1.12391191849895,0.889749439916575,1.59720586307002,0.626093369127686,-6.37,-44.36,119609.9,1176,13939.05,4528,170,38106,50229.72,9.77748e-06,12781,0.83,0.01,0,0.103703704,0.61,0.034482759,2419,-6.37,-44.36,"0.76 - 1.00",1.21521410997217
"Miranda do Norte","Amazônia","MA","NORDESTE",2106755,1,1,1.00000000000041,0.999999999999589,-3.56,-44.58,19942.8,117,1,304,17,6654,1960.95,2.02757e-05,9809,0.87,0.1,0,0.352941177,0.3,0.023076923,83423,-3.56,-44.58,"0.76 - 1.00",1.14152174044347
"Mirinzal","Amazônia","MA","NORDESTE",2106805,1.23102927227775,0.812328368235893,1.25251529099041,0.79839344652572,-2.06,-44.78,1959.4,146,1776.34,2319,96,6042,1016.73,0.000118384,9937,0.93,0.02,0.002828854,0.1886121,0.58,0.042432815,21438,-2.06,-44.78,"0.76 - 1.00",1.32733910623741
"Monção","Amazônia","MA","NORDESTE",2106904,1.38266972928487,0.723238513739076,1.42979637005601,0.699400292896831,-3.49,-45.25,34341.2,445,9443.48,2567,226,27816,5541.9,1.1051e-05,16.22,0.84,0.05,0.004282655,0.144787645,0.32,0.056745182,26741,-3.49,-45.25,"0.51 - 0.75",1.48438960084074
"Montes Altos","Cerrado","MA","NORDESTE",2107001,1.25821992822917,0.794773614345318,1.9511387068418,0.512521224910066,-5.83,-47.06,44832.6,1005,8810.55,1944,707,29546,10582.62,1.31229e-05,13247,0.75,0.05,0,0.174825175,0.9,0.142259414,5972,-5.83,-47.06,"0.76 - 1.00",1.32034567623643
"Morros","Amazônia","MA","NORDESTE",2107100,1,1,1,1,-2.86,-44.03,1176.8,87,1042.96,4066,204,8731,446717,0.000131783,9149,0.93,0.04,0,0.082139446,0.13,0.042654028,11242,-2.86,-44.03,"0.76 - 1.00",1.13727221334489
"Nina Rodrigues","Amazônia","MA","NORDESTE",2107209,1,1,1,1,-3.46,-43.9,2755.3,95,1210.1,2019,112,4616,730263,7.01346e-05,15.59,0.83,0.03,0.001515152,0.213720317,0.32,0.012121212,25308,-3.46,-43.9,"0.76 - 1.00",1.14629107679753
"Nova Colinas","Cerrado","MA","NORDESTE",2107258,1.16456110042662,0.858692600700528,1.56513437585779,0.638922775849158,-7.11,-46.25,36556.2,968,7203.37,1270,326,27495,12639.15,1.34563e-05,14674,0.81,0.09,0,0.13368984,0.73,0.078717201,7.2,-7.11,-46.25,"0.76 - 1.00",1.23140173477267
"Nova Iorque","Cerrado","MA","NORDESTE",2107308,1,1,1.00000000000058,0.999999999999424,-6.73,-44.04,34001.8,231,3131.82,447,192,4518,11472.53,5.39295e-05,14635,0.79,0.07,1e-10,0.105263158,0.82,0.188405797,4695,-6.73,-44.04,"0.76 - 1.00",1.13886846314579
"Nova Olinda do Maranhão","Amazônia","MA","NORDESTE",2107357,1.78270432105329,0.56094551866524,2.53194690034545,0.394952990468941,-2.84,-45.69,67125.8,2083,6938,1988,553,22033,4808.55,1.27256e-05,13.87,0.81,0.04,0.002631579,0.158291457,0.82,0.164473684,8468,-2.84,-45.69,"0.51 - 0.75",1.90219674083252
"Olho d'Água das Cunhãs","Amazônia","MA","NORDESTE",2107407,1.00000000000016,0.999999999999843,1.2197149188376,0.819863711229351,-4.13,-45.11,50255.6,715,44250.95,1348,1006,53365,3051.53,7.35853e-06,13444,0.7,0.05,0,0.197802198,0.88,0.126385809,27621,-4.13,-45.11,"0.76 - 1.00",1.11235498625302
"Olinda Nova do Maranhão","Amazônia","MA","NORDESTE",2107456,1.07146021891395,0.933305765671463,1.07150942451286,0.933262906627845,-2.99,-44.99,3150.9,159,2809.05,4903,117,11185,621.42,4.05253e-05,11017,0.78,0.02,0.009505703,0.132382892,0.79,0.042775665,74.06,-2.99,-44.99,"0.76 - 1.00",1.15726650087357
"Paço do Lumiar","Amazônia","MA","NORDESTE",2107506,0.999999999999264,1.00000000000074,0.999999999999285,1.00000000000071,-2.53,-44.1,1560.4,565,8337.86,2834,54,21574,264574,0.000330957,19599,0.94,0.06,0.020674646,0.381818182,0.97,0.038084875,977335,-2.53,-44.1,"0.76 - 1.00",1.13692417941745
"Palmeirândia","Amazônia","MA","NORDESTE",2107605,0.999999999999975,1.00000000000002,1.1602237962035,0.86190268056233,-2.64,-44.89,6997.9,168,4434.86,6735,598,18002,576459,3.95449e-05,10502,0.94,0.03,0,0.139146568,0.81,0.04002079,36.5,-2.64,-44.89,"0.76 - 1.00",1.1158389240052
"Paraibano","Cerrado","MA","NORDESTE",2107704,1.52690718641488,0.654918654452052,1.95822927592019,0.510665432437727,-6.43,-43.98,25652.4,641,5176.8,1436,651,14687,6465.53,2.33765e-05,12154,0.87,0.05,0.001594896,0.083333333,0.67,0.189792663,39803,-6.43,-43.98,"0.51 - 0.75",1.60327122995265
"Parnarama","Cerrado","MA","NORDESTE",2107803,1.12122444748685,0.891882086803795,3.19446377898341,0.313041583560617,-5.68,-43.09,167828.6,2976,20947.12,4303,972,44836,47980.33,6.8079e-06,15421,0.87,0.06,0,0.074207493,0.34,0.159232072,10608,-5.68,-43.09,"0.76 - 1.00",1.1621627597653
"Passagem Franca","Cerrado","MA","NORDESTE",2107902,1.32212232263805,0.756359667239175,1.92959462540715,0.51824356620448,-6.17,-43.78,49972.7,965,9066,3565,373,30051,14002.17,1.76593e-05,11777,0.86,0.01,0,0.06855792,0.49,0.120826709,13869,-6.17,-43.78,"0.76 - 1.00",1.40425843651766
"Pastos Bons","Cerrado","MA","NORDESTE",2108009,1.19190024576752,0.838996387114641,3.00667534573627,0.33259327496668,-6.6,-44.07,69625.4,1556,12566.02,3132,1159,28340,29912.15,1.77419e-05,15715,0.79,0.09,0.001497006,0.137566138,0.87,0.19760479,11784,-6.6,-44.07,"0.76 - 1.00",1.22632591127727
"Paulino Neves","Cerrado","MA","NORDESTE",2108058,1,1,1,1,-2.71,-42.53,1520.2,160,3040.24,3869,38,8529,746176,6.78297e-05,13843,0.93,0.04,0.00844773,0.133928571,0.89,0.084477297,16276,-2.71,-42.53,"0.76 - 1.00",1.14235193282737
"Paulo Ramos","Amazônia","MA","NORDESTE",2108108,1.12354057060431,0.890043516151929,2.39971488375934,0.416716171895147,-4.44,-45.23,88998.6,907,12843.61,3927,810,36582,16763.6,9.94621e-06,15056,0.66,0.04,0.001408451,0.180762852,0.89,0.028169014,17677,-4.44,-45.23,"0.76 - 1.00",1.16889279053045
"Pedreiras","Cerrado","MA","NORDESTE",2108207,1.00000000000001,0.999999999999993,0.999999999999998,1,-4.57,-44.59,9371.9,112,2420.41,1495,114,9558,1247.58,2.3283e-05,20323,0.95,0.05,0.00166113,0.106145251,0.64,0.11627907,146586,-4.57,-44.59,"0.76 - 1.00",1.13773360023742
"Pedro do Rosário","Amazônia","MA","NORDESTE",2108256,1,1,1,1,-2.97,-45.34,86347.2,372,9821.45,8638,105,40649,23540.94,1.94141e-05,10243,0.91,0.01,0,0.112585034,0.48,0.038658147,14287,-2.97,-45.34,"0.76 - 1.00",1.13959346211808
"Penalva","Amazônia","MA","NORDESTE",2108306,1,1,1.28232571694593,0.7798330695431,-3.29,-45.17,29443,345,6277,6205,1139,35815,6506.69,2.44812e-05,13866,0.93,0.02,0.001073345,0.108504399,0.41,0.044722719,47662,-3.29,-45.17,"0.76 - 1.00",1.10177402353501
"Peri Mirim","Amazônia","MA","NORDESTE",2108405,1,1,1,1,-2.57,-44.85,4790.4,371,2059.24,1828,421,8162,966293,5.02312e-05,10.14,0.85,0.01,0,0.135,0.71,0.063191153,35298,-2.57,-44.85,"0.76 - 1.00",1.13823341078331
"Peritoró","Cerrado","MA","NORDESTE",2108454,0.99999999999979,1.00000000000021,1.29272971915882,0.773556904571435,-4.38,-44.33,29167.3,546,7335.91,2395,57,14638,11975.09,1.85222e-05,20837,0.94,0.06,0.001213592,0.089163237,0.31,0.100728155,27911,-4.38,-44.33,"0.76 - 1.00",1.10483597242736
"Pindaré-Mirim","Amazônia","MA","NORDESTE",2108504,1,1,1,1,-3.6,-45.34,15714,490,26766.01,841,8897,55249,1439.97,3.64452e-05,22538,0.58,0.16,0.012448133,0.24852071,0.62,0.128630705,118775,-3.6,-45.34,"0.76 - 1.00",1.14505327280969
"Pinheiro","Amazônia","MA","NORDESTE",2108603,1.17130124089201,0.853751336623229,1.26489839161635,0.790577335403318,-2.52,-45.08,20336.4,910,6987.46,8255,242,28669,6098.38,1.11659e-05,11202,0.81,0.03,0.00137237,0.095367847,0.53,0.131747484,54445,-2.52,-45.08,"0.76 - 1.00",1.25496915980519
"Pio XII","Amazônia","MA","NORDESTE",2108702,1.26485198725496,0.790606339774387,1.98778945604346,0.503071387646066,-3.89,-45.16,30741,598,3763.08,2127,750,16941,4272.76,1.68847e-05,14355,0.81,0.02,0,0.123481781,0.83,0.132653061,38267,-3.89,-45.16,"0.76 - 1.00",1.32994317453459
"Pirapemas","Cerrado","MA","NORDESTE",2108801,1.3566371289213,0.737116785824026,1.36782482939818,0.73108776687435,-3.72,-44.22,10666.2,104,2631.09,1540,143,8081,3386.58,1.84723e-05,10262,0.91,0.02,0.00308642,0.137815126,0.21,0.024691358,26734,-3.72,-44.22,"0.51 - 0.75",1.46250986536107
"Poção de Pedras","Cerrado","MA","NORDESTE",2108900,1.03160998174116,0.969358592587665,1.97326462908762,0.506774400786969,-4.74,-44.94,66351.2,960,11781.96,3976,822,41922,9936.33,9.01512e-06,15665,0.85,0.04,0.000892459,0.152470187,0.49,0.169567158,17188,-4.74,-44.94,"0.76 - 1.00",1.08037635285928
"Porto Franco","Cerrado","MA","NORDESTE",2109007,1.01686347018299,0.983416190395788,1.74744268239885,0.572264835964302,-6.33,-47.39,107942.7,9077,48264,2815,783,80487,26832.32,5.61869e-06,13982,0.78,0.08,0.002098636,0.285714286,0.9,0.096537251,16762,-6.33,-47.39,"0.76 - 1.00",1.07796590382418
"Porto Rico do Maranhão","Amazônia","MA","NORDESTE",2109056,1,1,1,1,-1.89,-44.6,380.4,16,521375,709,28,1560,316585,0.000210118,5546,0.96,0.01,0,0.211764706,0.42,0.007042254,26591,-1.89,-44.6,"0.76 - 1.00",1.13934480916323
"Presidente Dutra","Cerrado","MA","NORDESTE",2109106,1.03884003379596,0.962612112998725,2.57355271373478,0.388567910291134,-5.28,-44.49,58025.4,1583,12878.8,3833,841,30117,8859.18,0.000112768,18461,0.8,0.1,0.016511868,0.197889182,0.68,0.17750258,61224,-5.28,-44.49,"0.76 - 1.00",1.09053319903261
"Presidente Juscelino","Amazônia","MA","NORDESTE",2109205,1,0.999999999999999,1,0.999999999999998,-2.92,-44.06,607.4,10,895991,2376,56,5086,296044,0.000173967,7875,0.92,0.03,0.001282051,0.180970149,0.42,0.012820513,35681,-2.92,-44.06,"0.76 - 1.00",1.18206090747954
