"Cidade","Bioma","Estado","Regiao","Geocode","Eficiencia_VRS","Efic_Norm_VRS","Eficiencia_CRS","Efic_Norm_CRS","Latitude","Longitude","x1","x2","x3","x4","x5","y1","y2","Iy3","Iy4","z1","z2","z3","z4","z5","z6","z7","z8","z9","cluster","Eficiencia_Bootstrap"
"Alta Floresta D'Oeste","Amazônia","RO","NORTE",1100015,1.06072630015959,0.942750264464586,1.19653703772318,0.835745128210023,-11.92,-61.99,372746.2,10980,134869,8550,9380,300860,109202,1.21289e-06,12801,0.78,0.18,0.004851005,0.21260274,0.89,0.248787249,3599,-11.92,-61.99,"0.76 - 1.00",1.11492914658446
"Ariquemes","Amazônia","RO","NORTE",1100023,1,1,1.69222066178075,0.590939481230353,-9.91,-63.04,334255.7,7343,176546,7082,4325,177677,89480,1.04247e-06,27702,0.79,0.11,0.003073771,0.215229215,0.79,0.139002732,24.25,-9.91,-63.04,"0.76 - 1.00",1.08948130728494
"Cabixi","Amazônia","RO","NORTE",1100031,1.40168570671898,0.713426694162962,1.41196247636452,0.708234118639452,-13.49,-60.54,113084.6,12605,99681.3,3085,8733,152915,17864,3.56196e-06,8837,0.78,0.29,0.000930233,0.253731343,0.89,0.24744186,4735,-13.49,-60.54,"0.51 - 0.75",1.50388689056249
"Cacoal","Amazônia","RO","NORTE",1100049,1.14693527288981,0.87188878364549,1.25700679594005,0.795540647218342,-11.43,-61.44,221389.8,7180,87399,9410,6771,193675,31800,1.07294e-06,10577,0.88,0.1,0.003408495,0.195041816,0.9,0.133980073,23335,-11.43,-61.44,"0.76 - 1.00",1.18433276814048
"Cerejeiras","Amazônia","RO","NORTE",1100056,0.999999999999925,1.00000000000008,1,1,-13.18,-60.81,126685.9,9260,132126.38,2182,1152,210069,28005.75,4.29722e-06,12463,0.7,0.23,0.002781641,0.242201835,0.93,0.218358832,6443,-13.18,-60.81,"0.76 - 1.00",1.13634765983814
"Colorado do Oeste","Amazônia","RO","NORTE",1100064,1.20774226150218,0.827991229483192,1.23400044523756,0.810372479085686,-13.11,-60.54,139796.2,5857,71499,4891,3953,148326,26435,1.86161e-06,10637,0.84,0.33,0.004181601,0.248441674,0.94,0.203703704,12727,-13.11,-60.54,"0.76 - 1.00",1.25251395840255
"Corumbiara","Amazônia","RO","NORTE",1100072,1,1,1.00000000000056,0.999999999999445,-12.96,-60.88,273085.6,12313,272712.24,5921,5690,570954,45951,1.40396e-06,9544,0.78,0.2,0.000671592,0.165649521,0.9,0.209536602,2829,-12.96,-60.88,"0.76 - 1.00",1.1372329730624
"Costa Marques","Amazônia","RO","NORTE",1100080,1.59191639530536,0.628173692380486,1.63275591786685,0.612461415118599,-12.44,-64.22,220177.5,5944,63213,4425,7181,109717,61095.72,2.26414e-06,11976,0.69,0.37,0.001333333,0.260051326,0.9,0.262,3489,-12.44,-64.22,"0.51 - 0.75",1.67990655255582
"Espigão D'Oeste","Amazônia","RO","NORTE",1100098,1.27329390948793,0.785364629916562,1.33872376098198,0.746980093388707,-11.52,-61.01,247330.8,5126,78388,6715,3503,151516,74188,1.22026e-06,9233,0.73,0.12,0.004,0.140319716,0.8,0.205,7311,-11.52,-61.01,"0.76 - 1.00",1.33085380233362
"Guajará-Mirim","Amazônia","RO","NORTE",1100106,1.5486886742793,0.64570756964137,1.57276181037947,0.635824187362943,-10.78,-65.33,70487,1776,13155.67,2780,1068,31473,18728.12,3.83577e-06,16.16,0.83,0.44,0.004983389,0.253205128,0.84,0.068106312,1909,-10.78,-65.33,"0.51 - 0.75",1.62805622154766
"Jaru","Amazônia","RO","NORTE",1100114,1.03333476395692,0.967740595671756,1.09238120318396,0.915431350416229,-10.43,-62.46,250653.2,6453,90571,8390,8066,219336,20160,9.23219e-07,9477,0.87,0.16,0.002254791,0.168777816,0.92,0.169673055,18977,-10.43,-62.46,"0.76 - 1.00",1.07078972416195
"Ji-Paraná","Amazônia","RO","NORTE",1100122,1.22458259921405,0.816604776714785,1.30081969186569,0.768746050089199,-10.88,-61.94,215375,6163,81614.71,7803,3212,168837,29841,1.1534e-06,10825,0.78,0.29,0.003144654,0.293776371,0.93,0.167845912,19236,-10.88,-61.94,"0.76 - 1.00",1.28399569990192
"Machadinho D'Oeste","Amazônia","RO","NORTE",1100130,1.53252104172038,0.652519588819099,1.8762229487028,0.532985699109686,-9.44,-61.98,300761.5,8941,87130,11820,9841,144898,78321,1.39854e-06,8559,0.9,0.1,0.004213483,0.130510949,0.93,0.189840824,4537,-9.44,-61.98,"0.51 - 0.75",1.5863668558014
"Nova Brasilândia D'Oeste","Amazônia","RO","NORTE",1100148,1.03097360825499,0.969956933905012,1.10672000083731,0.903570911561582,-11.72,-62.33,156002.3,3723,45952,7851,2787,123603,37565,2.36771e-06,6568,0.88,0.11,0.001993356,0.194228126,0.89,0.255481728,12.77,-11.72,-62.33,"0.76 - 1.00",1.0606949309643
"Ouro Preto do Oeste","Amazônia","RO","NORTE",1100155,1.11590312065634,0.896135140666897,1.1385055294067,0.878344438538762,-10.71,-62.24,152422.1,4728,76426,6038,6081,165698,16372,1.3386e-06,9325,0.77,0.28,0.003705419,0.172585227,0.85,0.193144975,20184,-10.71,-62.24,"0.76 - 1.00",1.16098266959685
"Pimenta Bueno","Amazônia","RO","NORTE",1100189,0.999999999999923,1.00000000000008,1,1,-11.67,-61.19,274320.6,5268,42670.27,2898,1408,112042,111090,1.71179e-06,7266,0.73,0.12,0,0.250442478,0.96,0.143432716,6097,-11.67,-61.19,"0.76 - 1.00",1.09195446099148
"Porto Velho","Amazônia","RO","NORTE",1100205,1,1,1.49973434521618,0.666784756373541,-8.76,-63.9,778218.1,18999,163504,16985,11719,339123,327982,5.01812e-07,17231,0.73,0.24,0.020475179,0.234816597,0.96,0.112227159,15237,-8.76,-63.9,"0.76 - 1.00",1.1215765992657
"Presidente Médici","Amazônia","RO","NORTE",1100254,1.04522419771208,0.956732538520374,1.11372995988308,0.897883720489106,-11.17,-61.9,124133.7,5369,69117,6621,7858,164760,16097,1.80584e-05,10932,0.79,0.29,0.00760095,0.232655922,0.94,0.217102138,12581,-11.17,-61.9,"0.76 - 1.00",1.07977036178263
"Rio Crespo","Amazônia","RO","NORTE",1100262,1,1,1,1,-9.7,-62.9,136002.6,5319,52204.4,1685,7652,107602,51709.76,3.80826e-06,24667,0.66,0.14,0.00203252,0.351123596,0.92,0.223577236,2229,-9.7,-62.9,"0.76 - 1.00",1.13011256402017
"Rolim de Moura","Amazônia","RO","NORTE",1100288,1.22435310451303,0.816757842418128,1.26384125223482,0.79123861341899,-11.73,-61.77,123887,5219,74164,5634,3791,148091,18248,2.02709e-06,13269,0.8,0.22,0.001472031,0.238493724,0.91,0.158488714,39148,-11.73,-61.77,"0.76 - 1.00",1.28787979606059
"Santa Luzia D'Oeste","Amazônia","RO","NORTE",1100296,1.34683678737488,0.742480461904448,1.39922537964278,0.71468114754701,-11.9,-61.77,84667.4,3365,1336879,3214,1026,88624,13613,2.77293e-06,11123,0.85,0.26,0.001955034,0.158730159,0.87,0.223851417,6844,-11.9,-61.77,"0.51 - 0.75",1.44649684250785
"Vilhena","Amazônia","RO","NORTE",1100304,1.03510899933851,0.966081833545119,1.1093187659602,0.90145414526944,-12.74,-60.14,250109.5,13361,167566,4970,5408,285441,107301,3.03578e-06,16721,0.72,0.27,0.00443038,0.323917138,0.91,0.112658228,8174,-12.74,-60.14,"0.76 - 1.00",1.10179797782793
"São Miguel do Guaporé","Amazônia","RO","NORTE",1100320,1.15426080752832,0.866355327563583,1.23361505384262,0.810625646051476,-11.68,-62.68,190475.5,8346,83620,6938,7688,182272,44298,1.95635e-06,10256,0.85,0.11,0.002814636,0.188976378,0.93,0.277844793,3241,-11.68,-62.68,"0.76 - 1.00",1.18743443692258
"Nova Mamoré","Amazônia","RO","NORTE",1100338,1.72535852000964,0.579589684348279,1.8171228312171,0.550320530247371,-10.41,-65.33,251317.7,6863,110869.91,6366,2175,133802,55607.22,7.65441e-07,8335,0.9,0.11,0.003306566,0.13626943,0.99,0.302786963,2869,-10.41,-65.33,"0.51 - 0.75",1.85112479523999
"Alvorada D'Oeste","Amazônia","RO","NORTE",1100346,1.34009053088761,0.746218241940455,1.38011074672227,0.724579532747629,-11.4,-62.38,148755.3,3989,58281,6026,2708,111055,27532,1.85049e-06,11732,0.82,0.22,0.001643836,0.237605239,0.92,0.219726027,5529,-11.4,-62.38,"0.51 - 0.75",1.39762632475089
"Alto Alegre dos Parecis","Amazônia","RO","NORTE",1100379,1.10644938310662,0.903791908846531,1.17085808790557,0.854074469254251,-12.12,-61.85,144820.6,3782,50152,7445,5885,121371,33718,2.44551e-06,10322,0.79,0.18,0.002025317,0.137387387,0.84,0.220253165,3548,-12.12,-61.85,"0.76 - 1.00",1.13576253508425
"Alto Paraíso","Amazônia","RO","NORTE",1100403,1.48669138808608,0.672634554833448,1.66942116807109,0.599010015642388,-9.71,-63.32,195633.6,11212,61960,6989,2359,105469,46491.3,3.94404e-06,17328,0.85,0.08,0.001145475,0.180591819,0.87,0.174875907,7887,-9.71,-63.32,"0.51 - 0.75",1.58330539946605
"Buritis","Amazônia","RO","NORTE",1100452,1.35606478636703,0.737427894340548,1.49573825891921,0.668566170609675,-10.21,-63.82,237349.9,8192,88821,9261,2615,157516,41682,3.06227e-06,11107,0.84,0.08,0.000706714,0.136324042,0.94,0.263250883,11955,-10.21,-63.82,"0.51 - 0.75",1.42523167301576
"Novo Horizonte do Oeste","Amazônia","RO","NORTE",1100502,1.19404457657488,0.837489671339161,1.19817233608515,0.834604480410015,-11.71,-62,69660.6,1824,29506,4172,2073,64315,11928,3.29184e-06,7776,0.82,0.28,0.006681515,0.318138652,0.94,0.262806236,11917,-11.71,-62,"0.76 - 1.00",1.25096006347309
"Cacaulândia","Amazônia","RO","NORTE",1100601,1.47624654113882,0.677393627780202,1.47687689380964,0.677104506266921,-10.34,-62.89,170892.9,5447,106029.31,2707,5506,138574,47423,1.93368e-06,8959,0.61,0.34,0.027685493,0.265586035,0.92,0.255813953,3293,-10.34,-62.89,"0.51 - 0.75",1.57764050236973
"Campo Novo de Rondônia","Amazônia","RO","NORTE",1100700,1.16725888515368,0.856707978597516,1.22702114927062,0.814981877528703,-10.57,-63.62,196864.6,6537,55067,5857,1841,123271,39827,1.16098e-06,9.97,0.87,0.06,0.001564129,0.137227305,0.99,0.306569343,4208,-10.57,-63.62,"0.76 - 1.00",1.21223584337512
"Candeias do Jamari","Amazônia","RO","NORTE",1100809,1.34125572420328,0.745569977413526,1.52032548655678,0.657753888126148,-8.79,-63.7,182932.6,8857,70393,3793,2542,92446,76484.24,2.2235e-06,16378,0.75,0.21,0,0.253061225,0.98,0.229032258,3692,-8.79,-63.7,"0.51 - 0.75",1.41949321229396
"Castanheiras","Amazônia","RO","NORTE",1100908,0.999999999999973,1.00000000000003,1.11811789151482,0.894360073824782,-11.42,-61.95,52055.8,1253,22693.75,1345,2521,45611,11522.46,4.51361e-06,8545,0.78,0.32,0.003466205,0.255591054,0.9,0.149046794,3976,-11.42,-61.95,"0.76 - 1.00",1.13103714101347
"Chupinguaia","Amazônia","RO","NORTE",1100924,1,1,0.999999999999952,1.00000000000005,-12.55,-60.9,352499.8,12338,208696.7,3331,8375,469825,103143.31,1.38013e-06,7561,0.66,0.35,0.000956938,0.275782155,0.63,0.219138756,2066,-12.55,-60.9,"0.76 - 1.00",1.12746583355978
"Cujubim","Amazônia","RO","NORTE",1100940,1.52300604393561,0.656596212458813,1.57392905627171,0.635352652024087,-9.36,-62.58,194385.5,7111,78945,5678,3297,132148,55397.84,2.46835e-06,9647,0.74,0.17,0.001581444,0.191682911,0.96,0.186610438,5808,-9.36,-62.58,"0.51 - 0.75",1.60069765945481
"Governador Jorge Teixeira","Amazônia","RO","NORTE",1101005,1.10731495668038,0.903085426569058,1.12183856051088,0.891393855765314,-10.6,-62.73,132212.4,3703,49517,4644,1365,112965,19501.21,1.75697e-06,7977,0.92,0.19,0,0.145315488,0.96,0.249261666,1923,-10.6,-62.73,"0.76 - 1.00",1.16991720731203
"Itapuã do Oeste","Amazônia","RO","NORTE",1101104,1,1,1,1,-9.2,-63.18,84682.2,3172,36808,3079,137,69690,24770.88,5.54865e-06,14079,0.81,0.43,0.001308901,0.306338028,0.98,0.209424084,2526,-9.2,-63.18,"0.76 - 1.00",1.13694037932285
"Ministro Andreazza","Amazônia","RO","NORTE",1101203,1.05394997565921,0.948811635366782,1.07101479855392,0.933693914734133,-11.19,-61.51,60545,1598,29850.98,3616,1688,68064,10205.14,3.66375e-06,8312,0.81,0.16,0.019983347,0.190369541,0.84,0.236469609,13471,-11.19,-61.51,"0.76 - 1.00",1.12385957986245
"Mirante da Serra","Amazônia","RO","NORTE",1101302,1.35447200923352,0.738295064927836,1.35607877624618,0.737420286724154,-11.02,-62.67,56422.8,2269,29746,3516,1859,59315,8640,3.9533e-06,11519,0.81,0.22,0.000805153,0.21215733,0.88,0.201288245,10285,-11.02,-62.67,"0.51 - 0.75",1.43092710518802
"Monte Negro","Amazônia","RO","NORTE",1101401,1.61538021707157,0.619049304573534,1.61727473896633,0.618324132508951,-10.24,-63.29,143393.3,3748,52636.76,3978,2966,84643,31804.91,1.67507e-06,9192,0.81,0.2,0.005791506,0.208034433,0.95,0.166023166,8381,-10.24,-63.29,"0.51 - 0.75",1.68844234728566
"Nova União","Amazônia","RO","NORTE",1101435,1.14953991157068,0.86991324958317,1.18209832231875,0.845953319719161,-10.9,-62.56,61656.7,3085,32770,4569,2988,80461,4836,8.27839e-05,14.31,0.78,0.29,0,0.183823529,0.86,0.204758472,9626,-10.9,-62.56,"0.76 - 1.00",1.19304198824363
"Parecis","Amazônia","RO","NORTE",1101450,1.29700416490093,0.771007547286005,1.30563705425559,0.765909635254763,-12.17,-61.6,131376.4,2955,38167.44,2491,1925,78027,31634.38,2.80104e-06,7435,0.82,0.27,0,0.345345345,0.98,0.247663551,2316,-12.17,-61.6,"0.76 - 1.00",1.37710427900564
"Pimenteiras do Oeste","Amazônia","RO","NORTE",1101468,1,1,1,1,-13.48,-61.04,207431.6,7457,92791.42,1281,2098,175039,75359.82,3.53552e-06,12184,0.56,0.57,0.006578947,0.270833333,0.89,0.292763158,0.4,-13.48,-61.04,"0.76 - 1.00",1.13955405256734
"Primavera de Rondônia","Amazônia","RO","NORTE",1101476,0.999999999999881,1.00000000000012,1.06864279483889,0.935766380337375,-11.82,-61.32,64398.5,2289,18884.26,979,1320,39226,18815,6.71189e-06,9646,0.77,0.39,0,0.302752294,0.86,0.224438903,5632,-11.82,-61.32,"0.76 - 1.00",1.14408641854173
"São Felipe D'Oeste","Amazônia","RO","NORTE",1101484,1.00000000000012,0.999999999999883,1.0159392807367,0.984310793923488,-11.9,-61.5,41452.4,1199,16864,2260,954,44949,5291.07,4.7705e-06,11781,0.83,0.33,0.012547051,0.149643706,0.97,0.274780427,11066,-11.9,-61.5,"0.76 - 1.00",1.07166137023357
"São Francisco do Guaporé","Amazônia","RO","NORTE",1101492,1.46806243907679,0.681169937587165,1.52454198980256,0.655934704776159,-12.06,-63.56,255019.9,6253,81233,6136,4836,143014,52056.76,1.13262e-06,12.9,0.79,0.11,0.003076923,0.23238255,0.94,0.142051282,1797,-12.06,-63.56,"0.51 - 0.75",1.5309754587364
"Seringueiras","Amazônia","RO","NORTE",1101500,1.11780560860557,0.894609932443863,1.15008380108936,0.869501856345425,-11.79,-63.03,117576.1,4034,43951,5166,2698,111245,26679.15,2.28048e-06,8906,0.86,0.09,0.003577818,0.13261944,0.93,0.158616577,3353,-11.79,-63.03,"0.76 - 1.00",1.15512503664931
"Teixeirópolis","Amazônia","RO","NORTE",1101559,1.04230134118275,0.959415440131023,1.06524433265352,0.938751767408143,-10.91,-62.24,40241.6,1537,20362.72,2273,1829,51473,3284.96,4.91776e-06,8368,0.85,0.27,0,0.162162162,0.93,0.176151762,10.72,-10.91,-62.24,"0.76 - 1.00",1.10220481471522
"Theobroma","Amazônia","RO","NORTE",1101609,1.09907488465975,0.909856110768626,1.15485905300028,0.865906534136815,-10.24,-62.35,219206.6,3665,59474,5219,2397,132983,50301,1.78512e-06,6864,0.89,0.09,0.000462963,0.178501946,0.94,0.13287037,5165,-10.24,-62.35,"0.76 - 1.00",1.14731932920294
"Urupá","Amazônia","RO","NORTE",1101708,1.03719932878976,0.964134831408765,1.0388651159783,0.962588871855897,-11.12,-62.37,56977.3,2291,26049.26,4229,1761,74274,4626,2.78351e-06,7539,0.91,0.13,0.00616143,0.14715948,0.98,0.247073321,15755,-11.12,-62.37,"0.76 - 1.00",1.08098700520501
"Vale do Anari","Amazônia","RO","NORTE",1101757,1.50322880942961,0.665234722569908,1.58600954370444,0.630513229866388,-9.86,-62.18,120711.5,4057,34607.69,5544,2474,71703,20535,3.38278e-06,11596,0.87,0.19,0.001171646,0.214805023,0.97,0.246045694,3556,-9.86,-62.18,"0.51 - 0.75",1.55582044166662
"Vale do Paraíso","Amazônia","RO","NORTE",1101807,0.999999999999922,1.00000000000008,0.999999999999301,1.0000000000007,-10.44,-62.13,73342,2136,32831.85,2974,446,68953,9682,2.87525e-06,6924,0.81,0.14,0,0.150815217,0.95,0.193205945,8333,-10.44,-62.13,"0.76 - 1.00",1.09366535602736
"Acrelândia","Amazônia","AC","NORTE",1200013,1.67609092984121,0.59662634180279,1.68121948593121,0.594806334549536,-9.82,-66.88,152246.3,4310,29674,4198,3482,61205,55673,2.71061e-06,12718,0.84,0.08,0.000683995,0.194219653,0.94,0.265389877,7946,-9.82,-66.88,"0.51 - 0.75",1.77386308670965
"Assis Brasil","Amazônia","AC","NORTE",1200054,1,1,0.999999999999122,1.00000000000088,-10.94,-69.56,69946.6,197,1,1682,237,10162,54329,1.08916e-05,13429,0.91,0.16,0.003824092,0.17062635,0.96,0.185468451,1404,-10.94,-69.56,"0.76 - 1.00",1.13995914861618
"Brasiléia","Amazônia","AC","NORTE",1200104,1.11698189301455,0.895269660371278,1.28788698506723,0.776465646127947,-11.01,-68.74,337267.4,3822,36711,8000,2426,84631,237025.96,2.32625e-06,14102,0.84,0.13,0.008095238,0.170601676,0.89,0.146666667,6323,-11.01,-68.74,"0.76 - 1.00",1.18694391883388
"Bujari","Amazônia","AC","NORTE",1200138,1.34445189233917,0.743797532435418,1.45004790005916,0.689632390736335,-9.83,-67.95,264480.4,3866,48423.07,4679,4244,83472,146393.6,2.657e-06,13949,0.79,0.12,0,0.226107226,0.7,0.02991453,3184,-9.83,-67.95,"0.51 - 0.75",1.42788028752619
"Capixaba","Amazônia","AC","NORTE",1200179,1.40981439478628,0.709313228534311,1.55893927638216,0.641461803644274,-10.57,-67.67,156800.3,2725,34609.46,3980,4696,62277,67883,3.1455e-06,15059,0.86,0.05,0.000775795,0.191122072,0.83,0.03878976,6543,-10.57,-67.67,"0.51 - 0.75",1.50497171085122
"Cruzeiro do Sul","Amazônia","AC","NORTE",1200203,1,1,1.09433896551164,0.913793652163765,-7.63,-72.66,132413.4,2284,19978,9421,1210,70388,90000.52,1.27949e-05,17835,0.87,0.06,0,0.154148643,0.66,0.045955882,9411,-7.63,-72.66,"0.76 - 1.00",1.06611033623471
"Epitaciolândia","Amazônia","AC","NORTE",1200252,1.34217266052688,0.745060624023916,1.35893758772458,0.735868967812137,-11.02,-68.74,172858.4,2939,20804.01,4525,1339,52643,105171,3.9678e-06,15204,0.88,0.02,0.001375516,0.220156556,0.98,0.106602476,10479,-11.02,-68.74,"0.51 - 0.75",1.433201026965
"Feijó","Amazônia","AC","NORTE",1200302,1.00000000000043,0.999999999999572,1.43246620275979,0.698096749559186,-8.16,-70.35,346174.7,4496,13385,12276,2880,54233,248327.13,4.1462e-06,11852,0.87,0.17,0.001347709,0.178148921,0.77,0.086590297,1157,-8.16,-70.35,"0.76 - 1.00",1.07484512851184
"Jordão","Amazônia","AC","NORTE",1200328,1.00000000000026,0.999999999999735,1,1,-9.43,-71.88,20681.8,964,1774.01,1841,30,4036,15580.13,6.03522e-05,14563,0.95,0.06,0,0.17184265,0.87,0.018595041,1467,-9.43,-71.88,"0.76 - 1.00",1.13866763503544
"Mâncio Lima","Amazônia","AC","NORTE",1200336,1,1,1,1,-7.61,-72.89,34150.9,777,7256.51,3660,150,23800,19892.8,2.90929e-05,12.46,0.87,0.17,0.006433824,0.229862475,0.55,0.056066176,3285,-7.61,-72.89,"0.76 - 1.00",1.09765323398645
"Manoel Urbano","Amazônia","AC","NORTE",1200344,1.2449871262078,0.80322115702993,1.34179973561359,0.745267697897341,-8.83,-69.26,86082,1407,4985.86,2944,210,11417,59272,1.15056e-05,13126,0.82,0.04,0,0.159445407,0.74,0.066666667,0.84,-8.83,-69.26,"0.76 - 1.00",1.33602619389926
"Marechal Thaumaturgo","Amazônia","AC","NORTE",1200351,1.00024319430706,0.999756864822028,1.00024319430778,0.999756864821313,-8.94,-72.79,36255.4,934,1,4740,433,17720,25017.3,3.56245e-05,15322,0.9,0.23,0.004770423,0.146011396,0.29,0.019081694,2185,-8.94,-72.79,"0.76 - 1.00",1.08380262496603
"Plácido de Castro","Amazônia","AC","NORTE",1200385,1.67634614323439,0.596535509110647,1.69404115799166,0.590304429902714,-10.33,-67.18,165280.6,5278,47129,4728,2060,79875,43158,2.63663e-06,13901,0.79,0.09,0.002228826,0.239490446,0.98,0.230312036,9522,-10.33,-67.18,"0.51 - 0.75",1.78799932301246
"Porto Walter","Amazônia","AC","NORTE",1200393,1.22638553819245,0.815404266323857,1.3018878382776,0.768115324990671,-8.26,-72.74,37392.1,781,2462.93,2511,336,12380,28407.15,5.06171e-05,7858,0.95,0.18,0.016129032,0.113780025,0.27,0.008960573,1762,-8.26,-72.74,"0.76 - 1.00",1.31631005029786
"Rio Branco","Amazônia","AC","NORTE",1200401,1.00000000000021,0.999999999999793,1.29005073986276,0.775163308775266,-9.97,-67.8,512654.5,12143,100503,14004,6419,231963,304978,1.23193e-06,16136,0.75,0.11,0.008280565,0.264091858,0.98,0.11349245,43401,-9.97,-67.8,"0.76 - 1.00",1.08261894953753
"Rodrigues Alves","Amazônia","AC","NORTE",1200427,0.999999999999616,1.00000000000038,1,1,-7.74,-72.64,46308.6,482,7348.11,4865,284,27843,24964.62,2.8804e-05,12082,0.9,0.11,0.002321981,0.180131004,0.78,0.03869969,5832,-7.74,-72.64,"0.76 - 1.00",1.14047278954041
"Santa Rosa do Purus","Amazônia","AC","NORTE",1200435,1.00000000000001,0.999999999999988,1,1,-9.43,-70.49,28048.6,412,2227.98,2954,29,7496,19479.26,6.21359e-05,14956,0.79,0.16,0,0.265923567,0.49,0.012658228,1014,-9.43,-70.49,"0.76 - 1.00",1.13460420085201
"Senador Guiomard","Amazônia","AC","NORTE",1200450,1.35854163841816,0.73608343809349,1.38814676010485,0.720384925239799,-10.15,-67.73,177215,5249,57322.75,4790,4216,117012,42514.51,1.86271e-06,15765,0.74,0.15,0.006189821,0.238938053,0.96,0.08872077,9282,-10.15,-67.73,"0.51 - 0.75",1.42383865816546
"Sena Madureira","Amazônia","AC","NORTE",1200500,1,1,1.36871967486889,0.730609794219396,-9.06,-68.65,378724.2,6037,34366,10404,4213,103443,234693,1.75947e-06,12363,0.79,0.04,0,0.145330535,0.83,0.143922446,1816,-9.06,-68.65,"0.76 - 1.00",1.04957668847682
"Tarauacá","Amazônia","AC","NORTE",1200609,0.999999999999815,1.00000000000019,1.38840284172418,0.720252055057848,-8.16,-70.76,377806.6,4504,17773.68,10120,6695,63273,260781,3.15234e-06,13888,0.88,0.07,0.002410468,0.126926196,0.76,0.09607438,1984,-8.16,-70.76,"0.76 - 1.00",1.0617811386193
"Xapuri","Amazônia","AC","NORTE",1200708,1,1,1,1,-10.65,-68.5,494036,2506,27328,5520,2651,69403,375763,2.30045e-06,18581,0.79,0.13,0.013248543,0.174757282,0.9,0.1054584,3399,-10.65,-68.5,"0.76 - 1.00",1.13598097789089
"Porto Acre","Amazônia","AC","NORTE",1200807,1.03477778953109,0.966391055274919,1.06754034730012,0.936732745070542,-9.58,-67.53,205876.2,4768,42728,4672,1634,114215,91830,2.32856e-06,15259,0.75,0.28,0.003166561,0.231818182,0.89,0.145661811,6702,-9.58,-67.53,"0.76 - 1.00",1.08259734200252
"Alvarães","Amazônia","AM","NORTE",1300029,0.999999999999453,1.00000000000055,0.999999999999816,1.00000000000018,-3.22,-64.8,8686.5,864,1748.13,5153,622,15559,2507.83,0.000277797,16324,0.93,0.15,0.000998004,0.172727273,0.68,0.106786427,2686,-3.22,-64.8,"0.76 - 1.00",1.08296411839763
"Amaturá","Amazônia","AM","NORTE",1300060,0.999999999999998,1,1,1,-3.36,-68.19,6340.5,59,731752,2515,195,8702,5133.79,0.000297385,19.13,0.93,0.14,0,0.189690722,0.24,0.046468401,2365,-3.36,-68.19,"0.76 - 1.00",1.13385966263395
"Anamã","Amazônia","AM","NORTE",1300086,1.00000000000011,0.999999999999891,1,1,-3.57,-61.4,14032.1,666,1340.47,1645,322,12237,11410.58,0.000497597,17646,0.86,0.13,0.008038585,0.222222222,0.67,0.109324759,5306,-3.57,-61.4,"0.76 - 1.00",1.13867614318226
"Anori","Amazônia","AM","NORTE",1300102,1,1,1,1,-3.77,-61.64,21664,1320,1,2931,1728,14815,18564.9,0.000302152,16106,0.91,0.13,0,0.197860963,0.83,0.069425901,3346,-3.77,-61.64,"0.76 - 1.00",1.13651664624113
"Apuí","Amazônia","AM","NORTE",1300144,1.15379059975595,0.866708395970225,1.16783659580672,0.856284178446401,-7.19,-59.89,338777.4,7326,33487,3695,4287,57673,205608.06,3.46036e-06,13897,0.69,0.26,0.002749771,0.235418876,0.95,0.125572869,0.4,-7.19,-59.89,"0.76 - 1.00",1.22937406581284
"Atalaia do Norte","Amazônia","AM","NORTE",1300201,1,1,1.00000000000001,0.999999999999992,-4.37,-70.19,12616.8,384,1,5080,161,9503,1875.41,0.000330594,11741,0.96,0.02,0,0.083950617,0.74,0.002396166,0.25,-4.37,-70.19,"0.76 - 1.00",1.13614778408509
"Autazes","Amazônia","AM","NORTE",1300300,1.12841148397686,0.886201544560414,1.34785953917864,0.741917069941412,-3.57,-59.13,169558,3837,15259,10047,3353,68501,98817.95,6.69584e-06,15363,0.8,0.08,0.005807201,0.210357286,0.83,0.041811847,5025,-3.57,-59.13,"0.76 - 1.00",1.20208360533214
"Barcelos","Amazônia","AM","NORTE",1300409,1,1,0.999999999999833,1.00000000000017,-0.97,-62.92,7666.4,1308,1322.15,2747,978,13178,5240.16,0.000235678,16392,0.93,0.09,0.003218884,0.076601671,0.88,0.042918455,0.23,-0.97,-62.92,"0.76 - 1.00",1.13778394084682
"Barreirinha","Amazônia","AM","NORTE",1300508,1.51751912216812,0.65897027944615,2.16185271963033,0.462566201166099,-2.79,-57.06,49255.9,9675,5951.99,7314,2868,24525,18250,1.31607e-05,16699,0.95,0.04,0,0.234988881,0.77,0.057631412,5484,-2.79,-57.06,"0.51 - 0.75",1.62688790109072
"Benjamin Constant","Amazônia","AM","NORTE",1300607,0.999999999999929,1.00000000000007,1,1,-4.38,-70.03,5686.9,1020,1,4007,143,21039,2460.62,0.00045011,15808,0.96,0.13,0.000826446,0.277218664,0.99,0.023966942,4753,-4.38,-70.03,"0.76 - 1.00",1.13341952057478
"Beruri","Amazônia","AM","NORTE",1300631,0.999999999999978,1.00000000000002,0.999999999999762,1.00000000000024,-3.89,-61.37,28382.2,1407,1,3756,651,18405,22619.29,0.000243785,17584,0.92,0.12,0.005899705,0.159744409,0.56,0.033431662,1086,-3.89,-61.37,"0.76 - 1.00",1.11291911110516
