Cidade,Geocode,Eficiencia,Efic_Norm,Latitude,Longitude,x1,x2,x3,x4,x5,y1,y2,Iy3,Iy4,z1,z2,z3,z4,z5,z6,z7,z8,z9,Bioma
Pau D'Arco,1505551,2.57261506132791,0.125255999084864,-7.83,-50.04,123819.4,1033,9361.42,1849,329,17607,23581,4.33888e-06,12954,0.8,0.06,0,0.263779528,0.95,0.019298246,3195,-7.83,-50.04,Cerrado
Redenção,1506138,0.999999999999721,0.0486882009546253,-8.02,-50.03,245824.1,3690,1,2841,641,95152,66706.03,0.000100869,8747,0.68,0.05,0.001014199,0.23988006,0.99,0.082150101,21566,-8.02,-50.03,Cerrado
Abreulândia,1700251,3.60536503504529,0.175538737341114,-9.62,-49.15,157432.6,2390,19061.13,1081,191,35015,45346.09,7.03453e-06,7782,0.51,0.2,0,0.374045802,0.99,0.100515464,1357,-9.62,-49.15,Cerrado
Aguiarnópolis,1700301,1,0.0486882009546389,-6.56,-47.46,15118.5,162,7583.94,764,100,16421,5276.93,3.89003e-05,16443,0.75,0.15,1e-10,0.242105263,0.84,0.088757396,27443,-6.56,-47.46,Cerrado
Aliança do Tocantins,1700350,1.91878715667919,0.0934222946735764,-11.3,-48.93,129012.6,3055,23348.68,964,587,47515,42624,6.11108e-06,16361,0.56,0.43,0,0.387434555,0.87,0.245454545,3499,-11.3,-48.93,Cerrado
Almas,1700400,1.64936218633197,0.0803044775751137,-11.57,-47.16,161888.3,1958,36312.7,1010,261,69566,68498,7.49252e-06,18082,0.67,0.18,0,0.176470588,1,0.158640227,1812,-11.57,-47.16,Cerrado
Alvorada,1700707,2.7602909595805,0.134393600933328,-12.47,-49.12,102194,3335,38874.61,565,824,102200,14056.83,0.000186336,9265,0.43,0.15,1e-10,0.676190476,0.86,0.343558282,7025,-12.47,-49.12,Cerrado
Angico,1701051,2.11644459157959,0.103045879584186,-6.38,-47.86,33802,7807,14935.29,543,548,13417,15070.96,2.95508e-05,12314,0.85,0.2,0.006329114,0.118644068,1,0.094936709,7577,-6.38,-47.86,Cerrado
Aparecida do Rio Negro,1701101,2.29729862727745,0.111851337217701,-9.95,-47.97,75818.5,3433,28415.23,797,797,81517,33421.06,1.41408e-05,12511,0.59,0.24,0,0.32631579,0.97,0.057553957,4073,-9.95,-47.97,Cerrado
Araguacema,1701903,2.39094924504826,0.116411017315252,-8.8,-49.55,174914.9,8597,48779.5,2629,1421,75964,55979.14,6.08601e-06,11413,0.78,0.06,0.002085506,0.190023753,0.43,0.04379562,2.52,-8.8,-49.55,Cerrado
Araguaçu,1702000,1.55674865317332,0.075795291261566,-12.93,-49.82,574950.1,7776,78566.53,2933,2523,147778,255878.27,1.39165e-06,11807,0.65,0.25,0.003171247,0.29821718,0.99,0.178646934,1682,-12.93,-49.82,Cerrado
Arraias,1702406,2.04979683216879,0.0998009200808164,-12.93,-46.93,359781.6,3155,32117,3526,1488,85071,66963,2.57528e-06,13368,0.53,0.09,0,0.234693878,0.99,0.161662818,1854,-12.93,-46.93,Cerrado
Augustinópolis,1702554,1.5639448943112,0.0761456632962051,-5.46,-47.88,21653.4,664,7466.4,1164,231,22035,1724.91,8.07099e-06,13898,0.87,0.16,0,0.21641791,1,0.090261283,45798,-5.46,-47.88,Cerrado
Aurora do Tocantins,1702703,3.36685642585514,0.163926182247452,-12.71,-46.4,63279,1285,24040.56,577,2195,68779,16184.17,1.04085e-05,7459,0.85,0.09,0,0.193548387,1,0.049019608,4961,-12.71,-46.4,Cerrado
Axixá do Tocantins,1702901,0.999999999999181,0.048688200954599,-5.61,-47.76,8283.9,279,1,436,441,8223,1604.65,1.43019e-05,12301,0.84,0.13,1e-10,0.235955056,0.71,0.368421053,65081,-5.61,-47.76,Cerrado
Babaçulândia,1703008,1.43481078086944,0.0698583556308534,-7.2,-47.75,94775.4,937,13185.59,2079,1221,39274,29463.16,8.77919e-06,23366,0.92,0.05,0,0.179661017,1,0.091262136,6012,-7.2,-47.75,Cerrado
Barra do Ouro,1703073,1,0.0486882009546389,-7.68,-47.68,60161.1,684,6466.98,755,94,12716,21295.17,1.74101e-05,35389,0.81,0.09,0,0.088888889,0.71,0.071428571,4107,-7.68,-47.68,Cerrado
Barrolândia,1703107,1.08591655698932,0.0528713235466655,-9.83,-48.72,48337.5,1292,1,725,401,23882,15411.73,7.4568e-06,8894,0.78,0.28,0,0.333333333,0.99,0.091666667,7911,-9.83,-48.72,Cerrado
Bom Jesus do Tocantins,1703305,1.00000000000007,0.0486882009546423,-8.96,-48.16,59658.9,1144,14323.77,690,146,1231428,19573.28,2.44958e-06,12.78,0.62,0.23,0.057613169,0.253012048,0.98,0.242798354,3527,-8.96,-48.16,Cerrado
Brasilândia do Tocantins,1703602,1,0.048688200954639,-8.38,-48.48,39759.6,403,1,437,143,20257,9557.18,1.39622e-05,6822,0.51,0.12,1e-10,0.382978723,0.64,0.109489051,3428,-8.38,-48.48,Cerrado
Brejinho de Nazaré,1703701,2.22726743957505,0.108441644677754,-11,-48.56,99912.4,1821,15602.92,1292,571,89643,34044.03,7.38468e-06,12755,0.68,0.35,0.033096927,0.439215686,0.9,0.151300236,3189,-11,-48.56,Cerrado
Cachoeirinha,1703826,1.59344496203823,0.0775819685218741,-6.12,-47.92,18616.9,77739,5720.83,426,2761,4441,6299.5,2.9465e-05,13564,0.96,0.65,0.004975124,0.361445783,1,0.074626866,6.46,-6.12,-47.92,Cerrado
Campos Lindos,1703842,1.23967550434862,0.060357570074269,-7.99,-46.86,177221.7,11957,107206.63,3219,5821,278983,56846,6.52581e-06,19611,0.78,0.12,0,0.12962963,0.97,0.102290076,3023,-7.99,-46.86,Cerrado
Cariri do Tocantins,1703867,1.76842432806713,0.0861013990580046,-11.89,-49.16,92344.8,3070,41453.05,1281,1798,82089,21933.74,6.89515e-06,17554,0.55,0.51,0,0.503759399,0.5,0.178191489,3806,-11.89,-49.16,Cerrado
Caseara,1703909,3.15332589927191,0.153529765059218,-9.27,-49.95,145035.5,4333,111940.34,995,231,136852,25900.51,7.4577e-06,6819,0.92,0.05,0.004338395,0.25257732,1,0.117136659,3112,-9.27,-49.95,Cerrado
Centenário,1704105,1.89701786892433,0.0923623872167285,-8.95,-47.33,101059.1,396,11545.05,1171,159003,12005,24970.56,3.61447e-05,12628,0.46,0.03,0,0.190140845,0.99,0.138235294,1466,-8.95,-47.33,Cerrado
Chapada de Areia,1704600,1.00000000000034,0.0486882009546554,-10.14,-49.13,53645.6,1797,1,599,332,26388,19023.76,1.43863e-05,7462,0.61,0.17,0,0.325,0.95,0.188073395,2134,-10.14,-49.13,Cerrado
Chapada da Natividade,1705102,2.63719103731879,0.12840008718075,-11.61,-47.75,81959.9,1728,15011.9,1748,487,26996,24491.75,1.22572e-05,12309,0.79,0.18,0,0.096,0.91,0.191919192,2043,-11.61,-47.75,Cerrado
Colinas do Tocantins,1705508,20.5388570617277,1,-8.05,-48.47,72407.9,988,23640.03,951,646,41789,14964.62,4.16591e-06,11.76,0.54,0.09,0,0.247863248,0.78,0.090673575,41286,-8.05,-48.47,Cerrado
Combinado,1705557,0.99999999999997,0.0486882009546374,-12.79,-46.53,9211.6,315,4274.56,467,16997,10253,758917,1.95746e-05,8564,0.93,0.3,1e-10,0.117647059,0.97,0.14893617,23257,-12.79,-46.53,Cerrado
Conceição do Tocantins,1705607,1,0.0486882009546389,-12.21,-47.29,168972.7,884,9065.62,1230,21,9297,49293.64,1.39678e-05,11497,0.61,0.05,0,0.242424242,0.99,0.058823529,1671,-12.21,-47.29,Cerrado
Couto Magalhães,1706001,2.72134142007337,0.132497217926714,-8.28,-49.24,126322.8,3034,24012.69,2463,1966,47629,32074.09,7.43763e-06,11068,0.75,0.24,0.08627451,0.261437909,0.84,0.247058824,3487,-8.28,-49.24,Cerrado
Cristalândia,1706100,2.68605895054945,0.130779377960358,-10.6,-49.19,142559.8,4722,32162.52,1865,2040,57979,43278.67,4.83211e-06,10625,0.65,0.46,0,0.387283237,0.68,0.18426501,3.99,-10.6,-49.19,Cerrado
Crixás do Tocantins,1706258,1,0.0486882009546389,-11.1,-48.91,90058.8,1975,17284.54,483,1065,503648,30431.89,9.24659e-06,20112,0.59,0.3,1e-10,0.274193548,0.62,0.268571429,1731,-11.1,-48.91,Cerrado
Darcinópolis,1706506,1.67725686903379,0.0816626194920654,-6.71,-47.75,62880.9,2822,35803,1231,3040,80530,19600.96,1.38475e-05,18783,0.82,0.12,0,0.092105263,0.62,0.149659864,3653,-6.71,-47.75,Cerrado
Dianópolis,1707009,1.46528377119447,0.0713420307074875,-11.62,-46.82,97898.3,4493,17683,1581,2728,27152,24148.64,9.59584e-06,23342,0.7,0.3,0.002207506,0.304195804,0.89,0.121412804,6757,-11.62,-46.82,Cerrado
Divinópolis do Tocantins,1707108,3.69631814483605,0.179967080628056,-9.8,-49.21,189159.4,10467,149368.48,1710,881,54872,56374.11,3.98413e-06,6644,0.7,0.05,0.002770083,0.268292683,1,0.220221607,2926,-9.8,-49.21,Cerrado
Dois Irmãos do Tocantins,1707207,3.32278910676469,0.161780623760044,-9.25,-49.06,292033.9,6324,46121,3875,1201,68204,88937.99,2.9647e-06,6439,0.59,0.01,0,0.177419355,0.89,0.179775281,1939,-9.25,-49.06,Cerrado
Dueré,1707306,2.13439840789935,0.103920018601065,-11.34,-49.27,257800.9,5557,44507.3,1552,1978,113762,84803.89,2.45689e-06,11325,0.46,0.15,0,0.407284768,0.91,0.144869215,1.38,-11.34,-49.27,Cerrado
Fátima,1707553,5.28705002479598,0.257416954064495,-10.76,-48.9,36854.3,472,3420.17,1073,140,4157,5822,2.57516e-05,4956,0.65,0.12,0,0.181818182,1,0.255813953,10.13,-10.76,-48.9,Cerrado
Figueirópolis,1707652,3.00515578343142,0.146315628683704,-12.13,-49.17,166562.6,3538,52180.96,1344,3035,102622,46060.66,4.75421e-06,7811,0.65,0.1,0,0.561959654,0.87,0.16481069,2773,-12.13,-49.17,Cerrado
Filadélfia,1707702,2.59137845598979,0.126169555014753,-7.33,-47.49,122899.2,960,13033.34,1945,1023,29241,29717.08,2.52792e-05,12339,0.8,0.05,0,0.183856502,0.98,0.265423242,4473,-7.33,-47.49,Cerrado
Formoso do Araguaia,1708205,1.37940192736401,0.0671605982367149,-11.79,-49.52,549527,20657,155001.35,4079,6880,280183,184052.22,1.09106e-06,12998,0.65,0.21,0.006352087,0.33431085,0.58,0.246823956,1392,-11.79,-49.52,Cerrado
Tabocão,1708254,1,0.0486882009546389,-9.05,-48.51,30163,533,9585.36,419,145,15574,11953.86,1,9131,0.65,0.15,0.009433962,0.275,0.95,0.056603774,4157,-9.05,-48.51,Cerrado
Goianorte,1708304,4.59386168712838,0.223666860980723,-8.77,-48.93,121751.2,2871,16148.06,1769,229,28327,19185.85,4.73136e-06,6548,0.83,0.04,0.00286533,0.265463918,0.95,0.166189112,2861,-8.77,-48.93,Cerrado
Goiatins,1709005,7.17580162957305,0.349376871751278,-7.71,-47.31,211892.7,2237,27353.15,3931,7108,62247,87091.81,6.52134e-06,17.39,0.82,0.07,0.00110011,0.192118227,0.95,0.063806381,2024,-7.71,-47.31,Cerrado
Guaraí,1709302,2.57257341654836,0.125253971475469,-8.83,-48.5,130452.3,3047,35990.18,2267,2904,64235,41280.42,3.97385e-06,11097,0.73,0.2,0.010324484,0.331412104,0.85,0.162241888,11305,-8.83,-48.5,Cerrado
Gurupi,1709500,1.43948831066189,0.0700860961413599,-11.72,-49.06,129429.2,3990,65479,1642,1267,133757,39876,4.7472e-06,20242,0.62,0.34,0.003194888,0.444852941,0.81,0.143769968,46579,-11.72,-49.06,Cerrado
Ipueiras,1709807,1,0.0486882009546389,-11.23,-48.46,44384.1,419,1,562,153,12329,15574.41,2.42668e-05,8252,0.59,0.06,1e-10,0.268907563,0.96,0.093567251,2398,-11.23,-48.46,Cerrado
Itacajá,1710508,1.84983856101989,0.0900653115925763,-8.39,-47.76,115121.4,3229,25933.95,2266,887,37548,42344.1,6.12023e-06,17365,0.78,0.08,0.005484461,0.25,0.99,0.129798903,2444,-8.39,-47.76,Cerrado
Itaguatins,1710706,1.74467766908462,0.084945216953463,-5.76,-47.48,36207.9,868,6070.65,1340,366,24406,12398.94,8.48267e-06,15107,0.79,0.08,0.008421053,0.223744292,0.76,0.176842105,8083,-5.76,-47.48,Cerrado
Itapiratins,1710904,2.18770591070931,0.106515465010266,-8.38,-48.11,100866.8,3038,31976.29,1371,1032,71615,33559.58,7.75823e-06,13588,0.77,0.02,0,0.223463687,0.91,0.192307692,3032,-8.38,-48.11,Cerrado
Jaú do Tocantins,1711506,1,0.0486882009546389,-12.65,-48.59,160558,2242,1,1518,302,27759,45440.68,5.06567e-06,10589,0.81,0.08,0,0.187702265,1,0.227564103,1758,-12.65,-48.59,Cerrado
Juarina,1711803,3.09717891883139,0.150796069592534,-8.11,-49.06,38816.7,705,4518.6,1112,51,9314,5249.06,1.71966e-05,6267,0.85,0.02,0,0.261146497,0.72,0.341853035,4634,-8.11,-49.06,Cerrado
Lagoa da Confusão,1711902,1.58267633141279,0.0770576632699766,-10.79,-49.62,330397.5,14176,187292.97,1713,6914,350706,72478.03,1.22816e-06,10726,0.69,0.18,0,0.245901639,0.38,0.17755102,1212,-10.79,-49.62,Cerrado
Lagoa do Tocantins,1711951,2.9867275213889,0.145418389758133,-10.37,-47.55,57289,734,6402.82,1304,1422,10572,13341.33,3.32863e-05,11272,0.61,0.32,0,0.232142857,0.98,0.015037594,4599,-10.37,-47.55,Cerrado
Lajeado,1712009,1.00000000000128,0.0486882009547012,-9.75,-48.35,8628.1,212,1,452,159,5270,3565.14,7.60457e-05,18116,0.63,0.29,1e-10,0.285714286,0.9,0.088,9588,-9.75,-48.35,Cerrado
Lavandeira,1712157,3.36863910463736,0.164012977670238,-12.78,-46.5,25886.8,403,7866.51,1283,364,7944,6253.3,2.28727e-05,6896,0.06,0.02,1e-10,5e-09,1,0.127071823,3608,-12.78,-46.5,Cerrado
Lizarda,1712405,1,0.0486882009546389,-9.59,-46.67,131843.2,425,1,1508,43,14721,25828.76,2.15054e-05,9865,0.3,0.01,0,0.14375,0.94,0.011214953,0.66,-9.59,-46.67,Cerrado
Luzinópolis,1712454,1.00000000000112,0.0486882009546932,-6.18,-47.85,11919.8,62261,1,475,51,7581,3183.92,4.93939e-05,20.81,0.92,0.54,0,0.4375,1,0.037209302,10867,-6.18,-47.85,Cerrado
Marianópolis do Tocantins,1712504,2.35928909950618,0.114869541786846,-9.79,-49.65,176021.7,3358,45491.51,2136,1299,88222,39325.05,4.00178e-06,11733,0.82,0.16,0.002985075,0.294520548,0.54,0.137313433,2417,-9.79,-49.65,Cerrado
Mateiros,1712702,1,0.0486882009546389,-10.54,-46.42,124847.1,3368,1,674,2089,88323,43042.35,1.41724e-05,9273,0.85,0.06,0,0.054794521,0.96,0.046296296,0.27,-10.54,-46.42,Cerrado
Maurilândia do Tocantins,1712801,1,0.0486882009546389,-5.95,-47.5,12317.4,62,5135.71,1274,243,10587,4505.05,2.264e-05,14.12,0.57,0.05,0,0.202380952,0.97,0.042763158,4619,-5.95,-47.5,Cerrado
Miracema do Tocantins,1713205,1.46013323257827,0.0710912602483174,-9.56,-48.39,161317.8,3254,37255,2772,2122,79491,55084,3.4814e-06,21031,0.7,0.25,0.006385696,0.311239193,0.86,0.131545338,7174,-9.56,-48.39,Cerrado
Miranorte,1713304,2.25685249084025,0.109882087599008,-9.52,-48.59,75100.2,2771,25028.76,1501,1381,55839,23625.96,5.90169e-06,13819,0.79,0.13,0.005952381,0.201612903,0.83,0.138888889,13014,-9.52,-48.59,Cerrado
Monte do Carmo,1713601,1.96417029295591,0.0956319179325691,-10.76,-48.1,200395.1,4510,48247.94,2830,1320,284328,28747.92,5.36832e-06,9433,0.55,0.06,0,0.283975659,0.93,0.092548077,2148,-10.76,-48.1,Cerrado
Monte Santo do Tocantins,1713700,4.70622446520734,0.229137602499653,-10,-48.99,84246.9,1428,12281.86,1180,670,21087,29321.81,7.10645e-06,6282,0.6,0.02,0,0.166666667,1,0.123393316,2074,-10,-48.99,Cerrado
Palmeiras do Tocantins,1713809,2.28535849906133,0.11126999385569,-6.61,-47.54,53638,615,12439.67,2016,291,25848,18942.16,1.43755e-05,13316,0.85,0.06,0,0.292035398,0.81,0.06959707,8738,-6.61,-47.54,Cerrado
Natividade,1714203,2.46035322022869,0.119790172005887,-11.71,-47.72,150891.6,1073,6288.65,1083,114,17093,51880.56,1.11905e-05,12563,0.61,0.15,0.013927577,0.16025641,0.99,0.114206128,2873,-11.71,-47.72,Cerrado
Nazaré,1714302,1.41411452171078,0.0688506920059275,-6.37,-47.66,15448.5,280,5233.83,699,49,7250,2888.51,5.13848e-05,9624,0.77,0.27,0.010695187,0.266129032,0.99,0.22459893,10255,-6.37,-47.66,Cerrado
Nova Olinda,1714880,2.22882263254381,0.10851736422554,-7.63,-48.42,106192.5,2312,28529.7,1891,84,47510,24955,4.14863e-05,12439,0.79,0.08,0.004172462,0.344444444,0.82,0.098748261,7.48,-7.63,-48.42,Cerrado
Nova Rosalândia,1715002,2.98491547185931,0.145330164326497,-10.56,-48.91,43070.3,1414,13828.85,1017,334,28536,12737.82,1.78189e-05,9168,0.72,0.06,0,0.506666667,0.73,0.076666667,8.14,-10.56,-48.91,Cerrado
Novo Acordo,1715101,2.10930459062443,0.102698245782864,-9.96,-47.67,88798.3,2210,11517.03,633,763,24589,59556,3.09545e-05,13459,0.55,0.11,0.005076142,0.345679012,0.98,0.025380711,1595,-9.96,-47.67,Cerrado
Novo Alegre,1715150,1.00000000000019,0.0486882009546482,-12.93,-46.57,11890.7,499,5401.71,873,47,9491,962254,2.07242e-05,8802,0.18,0.16,1e-10,0.333333333,0.95,0.252336449,11759,-12.93,-46.57,Cerrado
Novo Jardim,1715259,1,0.0486882009546389,-11.82,-46.62,53508.4,359,4509.36,427,260,8899,19039.88,3.8563e-05,18741,0.56,0.24,1e-10,0.227272727,0.9,0.114942529,2059,-11.82,-46.62,Cerrado
Oliveira de Fátima,1715507,1,0.0486882009546389,-10.7,-48.9,15586.1,317,1,485,36,3917,3620.08,4.07918e-05,7768,0.24,1,1e-10,0.438356164,1,0.012195122,5392,-10.7,-48.9,Cerrado
Palmeirante,1715705,2.67717110143874,0.130346644576801,-7.86,-47.92,165012.8,2958,36159.48,2280,662,51390,49536.74,6.92469e-06,10684,0.77,0.1,0.001381216,0.247058824,0.7,0.059392265,2219,-7.86,-47.92,Cerrado
Palmeirópolis,1715754,2.10303747997325,0.102393111440075,-13.04,-48.4,136426.1,2983,20803.14,1727,4213,33339,48223,7.12726e-06,14954,0.66,0.07,0,0.252747253,0.98,0.129824561,4511,-13.04,-48.4,Cerrado
Paraíso do Tocantins,1716109,3.08214614352082,0.150064150807307,-10.17,-48.86,109184.5,1922,16014.54,1532,232,44779,36753.84,5.13611e-06,9454,0.73,0.09,0,0.414285714,0.96,0.108974359,39714,-10.17,-48.86,Cerrado
Paranã,1716208,1.69126794992875,0.0823447938142712,-12.61,-47.88,479136.7,2098,17154.32,4808,815,40245,174971.25,3.61152e-06,15369,0.57,0.07,0,0.134313726,0.97,0.114363513,0.94,-12.61,-47.88,Cerrado
Pau D'Arco,1716307,3.14166812832872,0.152962169164853,-7.53,-49.37,117140.1,2572,48243.94,1560,1736,101938,26808.6,4.33888e-06,7851,0.79,0.18,0.009501188,0.274038462,0.8,0.16152019,3523,-7.53,-49.37,Cerrado
Pedro Afonso,1716505,1.6647732038865,0.0810548122947241,-8.96,-48.17,129212.8,15487,102870.26,2254,1694,258577,51986.4,3.12486e-06,12852,0.6,0.12,0.053191489,0.40234375,0.86,0.071808511,6608,-8.96,-48.17,Cerrado
Peixe,1716604,1.45779790469779,0.0709775573351773,-12.02,-48.53,366221.7,7741,91316.06,2873,2226,206234,106954.44,2.04962e-06,15916,0.59,0.21,0,0.191489362,0.6,0.223847019,2191,-12.02,-48.53,Cerrado
Pindorama do Tocantins,1717008,3.84281599542812,0.187099797417105,-11.13,-47.57,127274.5,615,13476.49,2284,116,38506,17770.54,8.76913e-06,6783,0.64,0.01,0,0.244318182,1,0.003792668,2899,-11.13,-47.57,Cerrado
Pium,1717503,1.66588872775276,0.0811091251448941,-10.44,-49.18,428207.3,8062,98643.96,2288,6441,195478,127935,2.4065e-06,12518,0.54,0.18,0.008347245,0.335877863,0.92,0.168614357,0.75,-10.44,-49.18,Cerrado
Ponte Alta do Bom Jesus,1717800,2.41063330626659,0.117369398843453,-12.09,-46.47,66553.3,777,6330.18,1230,172,10689,13163.18,1.4433e-05,14182,0.8,0.07,0,0.109677419,0.98,0.123655914,2572,-12.09,-46.47,Cerrado
Ponte Alta do Tocantins,1717909,10.6266950575729,0.517394664446776,-10.74,-47.53,174067.4,1738,15878.15,2296,643,25874,71273.42,7.25177e-06,10.04,0.46,0.07,0.00129199,0.230379747,0.96,0.074935401,1225,-10.74,-47.53,Cerrado
Porto Alegre do Tocantins,1718006,1,0.0486882009546389,-11.6,-47.04,21777,499,1,543,25,6712,4340.79,4.72191e-05,11176,0.66,0.07,0.01369863,0.105263158,0.79,0.095890411,6181,-11.6,-47.04,Cerrado
Porto Nacional,1718204,1.41981555454937,0.0691282650384218,-10.7,-48.41,229503.2,14207,108206.94,5212,2240,219525,62092.22,3.26642e-06,17469,0.72,0.27,0.031213873,0.274576271,0.78,0.054913295,11872,-10.7,-48.41,Cerrado
Praia Norte,1718303,0.999999999999608,0.0486882009546198,-5.39,-47.81,10154.9,181,2420.66,752,49,7425,1354.28,2.21958e-05,12622,0.9,0.14,1e-10,0.159574468,0.64,0.163157895,28939,-5.39,-47.81,Cerrado
Presidente Kennedy,1718402,1,0.0486882009546389,-8.53,-48.5,53235.4,683,1,456,33,8947,14475.26,8.9509e-06,5837,0.79,0.07,1e-10,0.281690141,1,0.133333333,4845,-8.53,-48.5,Cerrado
Pugmil,1718451,1,0.0486882009546389,-10.42,-48.89,46505.5,977,1,380,58,26419,14031.86,2.4697e-05,5163,0.71,0.06,1e-10,0.416666667,0.98,0.136645963,6595,-10.42,-48.89,Cerrado
Recursolândia,1718501,1.38684253692256,0.0675228681301269,-8.73,-47.24,91114.8,1034,1,1481,431,12552,19129.24,1.0704e-05,10.66,0.65,0.03,0.002475248,0.161654135,1,0.173267327,1908,-8.73,-47.24,Cerrado
Riachinho,1718550,0.999999999999985,0.0486882009546382,-6.43,-48.13,40751.6,752,1,1453,753,23379,8279.2,7.35729e-06,12857,0.93,0.02,0.004081633,0.230769231,0.89,0.118367347,8891,-6.43,-48.13,Cerrado
Rio da Conceição,1718659,1.00000000000006,0.0486882009546418,-11.39,-46.88,12919.5,4191,1,147,57,16914,5455.94,0.000271028,19758,0.77,0.27,4e-10,0.125,0.85,0.153846154,2618,-11.39,-46.88,Cerrado
Rio dos Bois,1718709,2.5278803321673,0.123077945601841,-9.29,-48.46,54939.9,1319,12720.5,1112,200,30070,15272.36,2.90735e-05,12512,0.86,0.06,0,0.230769231,0.95,0.093333333,3325,-9.29,-48.46,Cerrado
Rio Sono,1718758,2.65073092040251,0.129059319729232,-9.34,-47.9,249931.3,1991,18245.15,3246,945,36946,26834.49,9.03679e-06,11883,0.61,0.02,0.002506266,0.271929825,1,0.033416876,1025,-9.34,-47.9,Cerrado
Sampaio,1718808,1.00000000000019,0.0486882009546481,-5.34,-47.87,10841.5,380,2086.06,943,108,5501,4467.15,4.72057e-05,16518,0.83,0.08,0,0.150943396,0.45,0.118181818,20599,-5.34,-47.87,Cerrado
Sandolândia,1718840,2.9717709537994,0.144690181389744,-12.53,-49.92,283509.5,2900,39780.71,1471,1395,49291,78546.71,2.39315e-06,8576,0.63,0.1,0.002386635,0.338709677,0.74,0.381861575,0.97,-12.53,-49.92,Cerrado
Santa Maria do Tocantins,1718881,2.46291166840506,0.119914738244831,-8.79,-47.79,86311.4,815,7230.13,1030,268,16404,21017.67,1.56384e-05,13691,0.7,0.06,0.002421308,0.086956522,0.99,0.036319613,2379,-8.79,-47.79,Cerrado
Santa Rita do Tocantins,1718899,0.999999999999994,0.292008781000936,-10.86,-48.91,238733.9,2315,20088.49,1908,60,60718,52659.26,3.78388e-06,5.91,0.61,0.03,0,0.350877193,0.98,0.260869565,0.72,-10.86,-48.91,Cerrado
Santa Rosa do Tocantins,1718907,1.00169842632275,0.292504736401063,-11.44,-48.12,117935.2,3256,42035.49,1592,1898,119357,34487.37,8.88996e-06,11242,0.63,0.21,0,0.165217391,0.8,0.116666667,2691,-11.44,-48.12,Cerrado
Santa Tereza do Tocantins,1719004,1,0.292008781000938,-10.28,-47.8,29450.1,79,2298.94,590,251,2845,3166.59,2.28023e-05,5198,0.82,0.04,0,0.32244898,1,0.048780488,5232,-10.28,-47.8,Cerrado
Santa Terezinha do Tocantins,1720002,1.31121487974647,0.382886258665056,-6.43,-47.67,13624.7,450,4662.66,549,479,5184,4913.52,3.96157e-05,11181,0.76,0.12,1e-10,0.147058824,0.98,0.1328125,9456,-6.43,-47.67,Cerrado
São Bento do Tocantins,1720101,3.19797166612051,0.933835807899386,-5.91,-48.06,54779.5,4800,19753.95,1697,350,19011,23058,1.6023e-05,14.75,0.84,0.13,0.005012531,0.151685393,0.8,0.235588972,4.73,-5.91,-48.06,Cerrado
São Félix do Tocantins,1720150,1,0.292008781000938,-10.16,-46.65,11272.9,117,1489.07,489,50,2155,2298.06,0.000114637,12483,0.82,0.13,0.007462687,0.131147541,0.99,0.059701493,0.82,-10.16,-46.65,Cerrado
São Miguel do Tocantins,1720200,0.999999999999996,0.292008781000936,-5.55,-47.57,19325,915,7226.43,949,31,10992,6250,2.56678e-05,19071,0.76,0.1,0.007142857,0.268518519,0.88,0.107142857,29853,-5.55,-47.57,Cerrado
São Salvador do Tocantins,1720259,3.42455455131258,1,-12.74,-48.23,58697.5,445,4781.02,882,235,7347,16731.52,1.7778e-05,13.42,0.54,0.08,0,0.208,0.97,0.091803279,2169,-12.74,-48.23,Cerrado
São Valério,1720499,1.27621705535758,0.372666586627573,-11.97,-48.23,142026.4,2368,24185,1059,1888,44411,57574.36,8.21283e-06,16263,0.69,0.19,0,0.219178082,1,0.141649049,1632,-11.97,-48.23,Cerrado
Silvanópolis,1720655,1.43366354738037,0.418642344836021,-11.14,-48.16,81824.2,3794,33663.85,1137,1736,64024,24979,9.73224e-06,12991,0.62,0.19,0,0.293478261,0.89,0.103825137,4289,-11.14,-48.16,Cerrado
Sítio Novo do Tocantins,1720804,1,0.292008781000937,-5.6,-47.63,18753.4,612,1,1197,787,17842,2492.64,1.37092e-05,16573,0.91,0.19,0,0.184210526,0.72,0.204334365,28362,-5.6,-47.63,Cerrado
Sucupira,1720853,1.00000000000013,0.292008781000976,-11.99,-48.97,67252.2,2818,30005.8,415,1701,51943,20185.59,7.80945e-06,19473,0.46,0.28,0.006944444,0.381818182,0.9,0.201388889,1893,-11.99,-48.97,Cerrado
Taguatinga,1720903,1.22536442420906,0.357817171795204,-12.4,-46.43,112643.9,1688,12178.42,2336,631,28500,26414.45,4.55568e-06,17913,0.78,0.24,0,0.2,0.92,0.239528796,6782,-12.4,-46.43,Cerrado
Taipas do Tocantins,1720937,1,0.292008781000937,-12.18,-46.98,60827.6,294,2617.48,353,47,5008,23975.92,2.84671e-05,13558,0.62,0.06,1e-10,0.181818182,0.93,0.173469388,1908,-12.18,-46.98,Cerrado
Talismã,1720978,0.999999999999833,0.292008781000889,-12.79,-49.09,188913.4,4364,44850.48,1061,1308,72611,48580.05,4.47742e-06,25509,0.6,0.36,0.003021148,0.456375839,0.57,0.15407855,1287,-12.79,-49.09,Cerrado
