Cidade,Geocode,Eficiencia,Efic_Norm,Latitude,Longitude,x1,x2,x3,x4,x5,y1,y2,Iy3,Iy4,z1,z2,z3,z4,z5,z6,z7,z8,z9,Bioma
Porto Estrela,5106851,1,0.480590906433908,-15.32,-57.22,116871.5,1084,25424.59,1214,1695,56900,36615.81,4.08466e-06,7396,0.59,0.78,0.202531646,0.24738676,1,0.098101266,1445,-15.32,-57.22,Amazônia
Querência,5107065,1.11703691410776,0.536837783071186,-12.47,-52.37,834190.2,68800,914746.06,5770,167339,1543162,381325,1.77781e-06,12392,0.68,0.39,0.002949853,0.334269663,0.86,0.294985251,0.93,-12.47,-52.37,Amazônia
São José dos Quatro Marcos,5107107,1.00000000000005,0.480590906433931,-15.62,-58.17,110095.3,2908,55750.9,3999,2201,138561,15845.08,2.29742e-06,8394,0.8,0.14,0.036352041,0.232752085,0.71,0.087372449,14327,-15.62,-58.17,Amazônia
Reserva do Cabaçal,5107156,1.00000000000254,0.480590906435127,-15.07,-58.46,105130.4,1583,17178.31,608,1380,26346,66684.48,1.27233e-05,8733,0.66,0.33,0.037453184,0.369668246,0.98,0.138576779,1972,-15.07,-58.46,Amazônia
Ribeirão Cascalheira,5107180,1.4976394706116,0.719751910692425,-12.94,-51.82,767408.6,17961,227103.38,2835,12507,320792,282107.6,1.62821e-06,7812,0.68,0.14,0.005807201,0.306497175,0.93,0.18931475,0.86,-12.94,-51.82,Amazônia
Rio Branco,5107206,1,0.480590906433908,-15.24,-58.11,45611.8,682,12133.04,525,91,23921,10047.2,1.23193e-06,5017,0.73,0.1,0.014440433,0.273469388,0.99,0.064981949,8936,-15.24,-58.11,Amazônia
Santa Carmem,5107248,1,0.480590906433908,-11.91,-55.22,234416.3,20451,261578,930,18673,477154,114064.15,5.26274e-06,13232,0.34,0.63,0.13372093,0.351351351,0.78,0.395348837,1131,-11.91,-55.22,Amazônia
Santo Afonso,5107263,1.23103107450836,0.591622339946278,-14.49,-57,119092.1,4900,69564.55,1058,1742,120283,21015.24,3.65396e-06,8302,0.65,0.12,0.007792208,0.382165605,0.86,0.251948052,2597,-14.49,-57,Amazônia
São José do Rio Claro,5107305,1.63611626147755,0.786302597134754,-13.44,-56.72,287759.8,22434,421430.13,2968,52925,345611,91568,2.44453e-06,10095,0.62,0.23,0.009887006,0.276457883,0.33,0.310734463,4352,-13.44,-56.72,Amazônia
São José do Xingu,5107354,1.02046164152327,0.490424585280703,-10.8,-52.74,612151.8,12107,211632.77,1973,9160,445282,197592.19,1.43218e-06,10842,0.56,0.14,0,0.621621622,0.96,0.105263158,0.73,-10.8,-52.74,Amazônia
Rondolândia,5107578,0.999999999999723,0.480590906433774,-10.83,-61.47,715451.6,11317,79621.15,2190,8649,86416,347112.64,1.64873e-06,15504,0.65,0.19,0,0.289256198,0.92,0.24025974,0.3,-10.83,-61.47,Amazônia
Santa Cruz do Xingu,5107743,1,0.480590906433908,-10.15,-52.39,336436,11034,108312.77,1005,1997,130056,167198.86,4.07441e-06,9993,0.66,0.22,0.003816794,0.446969697,0.69,0.198473282,0.43,-10.15,-52.39,Amazônia
Salto do Céu,5107750,1.39968737315094,0.672677023386705,-15.13,-58.12,145570.1,2093,26438.44,1380,1428,63246,38380,2.95219e-06,7066,0.73,0.15,0.035117057,0.34591195,0.79,0.165551839,1908,-15.13,-58.12,Amazônia
Santa Terezinha,5107776,1.02708374688174,0.49360710889743,-10.47,-50.5,356744.5,11000,80029.02,2948,3080,165855,157467.83,2.99711e-05,13827,0.8,0.07,0,0.363796134,0.99,0.06601467,1245,-10.47,-50.5,Amazônia
São Félix do Araguaia,5107859,1.43519414948355,0.689741257208939,-11.61,-50.66,1015647.5,41164,430295.15,5089,36475,906881,337327.32,1.35099e-06,8285,0.67,0.1,0.003738318,0.419106317,0.77,0.14953271,0.68,-11.61,-50.66,Amazônia
Sapezal,5107875,0.999999999999424,0.480590906433631,-12.98,-58.76,797174.4,91603,1563119.64,6670,154553,2551757,305618,1.40312e-06,26.32,0.27,0.69,0.02238806,0.555555556,0.74,0.462686567,1784,-12.98,-58.76,Amazônia
Serra Nova Dourada,5107883,1.27896065145506,0.614656858776086,-12.09,-51.4,92923.7,2171,34935.89,1743,2032,43301,13639.56,6.06647e-06,6928,0.69,0.04,0,0.3375,0.99,0.17965368,1.05,-12.09,-51.4,Amazônia
Sinop,5107909,1.00000000000005,0.48059090643393,-11.86,-55.5,279309.7,26414,455842,3299,39188,866283,89009,2.92905e-06,24201,0.6,0.41,0.037393162,0.313953488,0.74,0.165598291,34466,-11.86,-55.5,Amazônia
Sorriso,5107925,1,0.480590906433908,-12.54,-55.71,827833,119553,1740963.86,4937,100341,2943502,201063,7.48007e-07,15941,0.4,0.7,0.036144578,0.333333333,0.84,0.446987952,9117,-12.54,-55.71,Amazônia
Tabaporã,5107941,1,0.480590906433908,-10.8,-56.61,531917.8,21018,283347,2631,14097,699207,248835.44,1.75418e-06,13901,0.74,0.24,0.013227513,0.293103448,0.97,0.148148148,1102,-10.8,-56.61,Amazônia
Tangará da Serra,5107958,1,0.480590906433908,-14.61,-57.48,333557.8,24295,321648,5962,14963,774091,82122,1.27405e-06,12.66,0.74,0.19,0.001916933,0.307363927,0.76,0.099041534,8519,-14.61,-57.48,Amazônia
Tapurah,5108006,1.00000000000004,0.480590906433928,-12.77,-56.55,267877.8,29955,492033.24,2268,64611,931804,84563,2.16302e-06,12216,0.4,0.81,0.022727273,0.411764706,0.9,0.386363636,2888,-12.77,-56.55,Amazônia
Terra Nova do Norte,5108055,1.79476050363822,0.86254557727527,-10.51,-55.23,219709.7,9950,74985.03,4003,2590,147995,46095.04,1.74886e-06,10168,0.75,0.35,0.25280112,0.254385965,0.93,0.198179272,3.95,-10.51,-55.23,Amazônia
União do Sul,5108303,1,0.480590906433908,-11.53,-54.35,212398.4,12853,144449,1104,9144,265757,117158.92,8.9491e-06,20354,0.47,0.31,0.006493507,0.23857868,0.44,0.217532468,0.76,-11.53,-54.35,Amazônia
Vale de São Domingos,5108352,1.48060830049388,0.71156688520792,-15.29,-59.06,123548.5,2946,39808.7,985,1825,85384,44317,3.85773e-06,6914,0.87,0.14,0.016161616,0.230569948,0.97,0.123232323,1611,-15.29,-59.06,Amazônia
Vera,5108501,0.999999999999792,0.480590906433808,-12.3,-55.31,231162.2,33942,516243.98,2090,25179,778096,83871.74,3.2003e-06,11078,0.59,0.54,0.039719626,0.357894737,0.53,0.273364486,3.69,-12.3,-55.31,Amazônia
Vila Rica,5108600,1.66891338013998,0.802064594121148,-10.01,-51.11,699719.3,32596,162473,5129,11040,338843,259678,7.71125e-07,14583,0.71,0.09,0.000660502,0.292655367,0.68,0.165785997,3342,-10.01,-51.11,Amazônia
Nova Guarita,5108808,1.00000000000086,0.48059090643432,-10.31,-55.4,76534.6,4308,49226.28,1499,1757,77284,11446.13,3.35453e-06,11843,0.85,0.24,0.120954003,0.239263804,0.95,0.262350937,4,-10.31,-55.4,Amazônia
Nova Marilândia,5108857,1,0.480590906433908,-14.36,-56.96,95651.8,1708,34817.82,816,300,68312,25864.18,4.55921e-06,8882,0.51,0.33,0,0.442622951,0.94,0.182222222,1631,-14.36,-56.96,Amazônia
Nova Maringá,5108907,1,0.480590906433908,-13.02,-57.07,611784.9,22278,332011.28,1474,12451,537853,396605,2.93692e-06,10384,0.42,0.43,0.006944444,0.315384615,0.9,0.256944444,0.71,-13.02,-57.07,Amazônia
Nova Monte Verde,5108956,1.23203554421312,0.592105078952175,-9.98,-57.53,403976.2,8614,98673.72,2325,4535,129810,205060.01,1.21838e-06,13419,0.77,0.18,0.002728513,0.271047228,0.98,0.188267394,1713,-9.98,-57.53,Amazônia
