Cidade,Geocode,Eficiencia,Efic_Norm,Latitude,Longitude,x1,x2,x3,x4,x5,y1,y2,Iy3,Iy4,z1,z2,z3,z4,z5,z6,z7,z8,z9,Bioma
Alta Floresta D'Oeste,1100015,1.19653703772318,0.553477592094149,-11.92,-61.99,372746.2,10980,134869,8550,9380,300860,109202,1.21289e-06,12801,0.78,0.18,0.004851005,0.21260274,0.89,0.248787249,3599,-11.92,-61.99,Amazônia
Ariquemes,1100023,1.69222066178075,0.782764083054703,-9.91,-63.04,334255.7,7343,176546,7082,4325,177677,89480,1.04247e-06,27702,0.79,0.11,0.003073771,0.215229215,0.79,0.139002732,24.25,-9.91,-63.04,Amazônia
Cabixi,1100031,1.41196247636452,0.653126118881012,-13.49,-60.54,113084.6,12605,99681.3,3085,8733,152915,17864,3.56196e-06,8837,0.78,0.29,0.000930233,0.253731343,0.89,0.24744186,4735,-13.49,-60.54,Amazônia
Cacoal,1100049,1.25700679594005,0.581448858437958,-11.43,-61.44,221389.8,7180,87399,9410,6771,193675,31800,1.07294e-06,10577,0.88,0.1,0.003408495,0.195041816,0.9,0.133980073,23335,-11.43,-61.44,Amazônia
Cerejeiras,1100056,1,0.462566201166099,-13.18,-60.81,126685.9,9260,132126.38,2182,1152,210069,28005.75,4.29722e-06,12463,0.7,0.23,0.002781641,0.242201835,0.93,0.218358832,6443,-13.18,-60.81,Amazônia
Colorado do Oeste,1100064,1.23400044523756,0.570806898190812,-13.11,-60.54,139796.2,5857,71499,4891,3953,148326,26435,1.86161e-06,10637,0.84,0.33,0.004181601,0.248441674,0.94,0.203703704,12727,-13.11,-60.54,Amazônia
Corumbiara,1100072,1.00000000000056,0.462566201166356,-12.96,-60.88,273085.6,12313,272712.24,5921,5690,570954,45951,1.40396e-06,9544,0.78,0.2,0.000671592,0.165649521,0.9,0.209536602,2829,-12.96,-60.88,Amazônia
Costa Marques,1100080,1.63275591786685,0.755257702359137,-12.44,-64.22,220177.5,5944,63213,4425,7181,109717,61095.72,2.26414e-06,11976,0.69,0.37,0.001333333,0.260051326,0.9,0.262,3489,-12.44,-64.22,Amazônia
Espigão D'Oeste,1100098,1.33872376098198,0.619248364528227,-11.52,-61.01,247330.8,5126,78388,6715,3503,151516,74188,1.22026e-06,9233,0.73,0.12,0.004,0.140319716,0.8,0.205,7311,-11.52,-61.01,Amazônia
Guajará-Mirim,1100106,1.57276181037947,0.727506455966349,-10.78,-65.33,70487,1776,13155.67,2780,1068,31473,18728.12,3.83577e-06,16.16,0.83,0.44,0.004983389,0.253205128,0.84,0.068106312,1909,-10.78,-65.33,Amazônia
Jaru,1100114,1.09238120318396,0.505298623382058,-10.43,-62.46,250653.2,6453,90571,8390,8066,219336,20160,9.23219e-07,9477,0.87,0.16,0.002254791,0.168777816,0.92,0.169673055,18977,-10.43,-62.46,Amazônia
Ji-Paraná,1100122,1.30081969186569,0.601715223268369,-10.88,-61.94,215375,6163,81614.71,7803,3212,168837,29841,1.1534e-06,10825,0.78,0.29,0.003144654,0.293776371,0.93,0.167845912,19236,-10.88,-61.94,Amazônia
Machadinho D'Oeste,1100130,1.8762229487028,0.867877321922113,-9.44,-61.98,300761.5,8941,87130,11820,9841,144898,78321,1.39854e-06,8559,0.9,0.1,0.004213483,0.130510949,0.93,0.189840824,4537,-9.44,-61.98,Amazônia
Nova Brasilândia D'Oeste,1100148,1.10672000083731,0.511931266541855,-11.72,-62.33,156002.3,3723,45952,7851,2787,123603,37565,2.36771e-06,6568,0.88,0.11,0.001993356,0.194228126,0.89,0.255481728,12.77,-11.72,-62.33,Amazônia
Ouro Preto do Oeste,1100155,1.1385055294067,0.526634177744254,-10.71,-62.24,152422.1,4728,76426,6038,6081,165698,16372,1.3386e-06,9325,0.77,0.28,0.003705419,0.172585227,0.85,0.193144975,20184,-10.71,-62.24,Amazônia
Pimenta Bueno,1100189,1,0.462566201166099,-11.67,-61.19,274320.6,5268,42670.27,2898,1408,112042,111090,1.71179e-06,7266,0.73,0.12,0,0.250442478,0.96,0.143432716,6097,-11.67,-61.19,Amazônia
Porto Velho,1100205,1.49973434521618,0.693726418824973,-8.76,-63.9,778218.1,18999,163504,16985,11719,339123,327982,5.01812e-07,17231,0.73,0.24,0.020475179,0.234816597,0.96,0.112227159,15237,-8.76,-63.9,Amazônia
Presidente Médici,1100254,1.11372995988308,0.515173836667987,-11.17,-61.9,124133.7,5369,69117,6621,7858,164760,16097,1.80584e-05,10932,0.79,0.29,0.00760095,0.232655922,0.94,0.217102138,12581,-11.17,-61.9,Amazônia
Rio Crespo,1100262,1,0.462566201166099,-9.7,-62.9,136002.6,5319,52204.4,1685,7652,107602,51709.76,3.80826e-06,24667,0.66,0.14,0.00203252,0.351123596,0.92,0.223577236,2229,-9.7,-62.9,Amazônia
Rolim de Moura,1100288,1.26384125223482,0.584610246923267,-11.73,-61.77,123887,5219,74164,5634,3791,148091,18248,2.02709e-06,13269,0.8,0.22,0.001472031,0.238493724,0.91,0.158488714,39148,-11.73,-61.77,Amazônia
Santa Luzia D'Oeste,1100296,1.39922537964278,0.647234368436552,-11.9,-61.77,84667.4,3365,1336879,3214,1026,88624,13613,2.77293e-06,11123,0.85,0.26,0.001955034,0.158730159,0.87,0.223851417,6844,-11.9,-61.77,Amazônia
Vilhena,1100304,1.1093187659602,0.513133367452474,-12.74,-60.14,250109.5,13361,167566,4970,5408,285441,107301,3.03578e-06,16721,0.72,0.27,0.00443038,0.323917138,0.91,0.112658228,8174,-12.74,-60.14,Amazônia
São Miguel do Guaporé,1100320,1.23361505384262,0.570628629157294,-11.68,-62.68,190475.5,8346,83620,6938,7688,182272,44298,1.95635e-06,10256,0.85,0.11,0.002814636,0.188976378,0.93,0.277844793,3241,-11.68,-62.68,Amazônia
Nova Mamoré,1100338,1.8171228312171,0.840539605088282,-10.41,-65.33,251317.7,6863,110869.91,6366,2175,133802,55607.22,7.65441e-07,8335,0.9,0.11,0.003306566,0.13626943,0.99,0.302786963,2869,-10.41,-65.33,Amazônia
Alvorada D'Oeste,1100346,1.38011074672227,0.638392585299827,-11.4,-62.38,148755.3,3989,58281,6026,2708,111055,27532,1.85049e-06,11732,0.82,0.22,0.001643836,0.237605239,0.92,0.219726027,5529,-11.4,-62.38,Amazônia
Alto Alegre dos Parecis,1100379,1.17085808790557,0.541599377827084,-12.12,-61.85,144820.6,3782,50152,7445,5885,121371,33718,2.44551e-06,10322,0.79,0.18,0.002025317,0.137387387,0.84,0.220253165,3548,-12.12,-61.85,Amazônia
Alto Paraíso,1100403,1.66942116807109,0.772217807860918,-9.71,-63.32,195633.6,11212,61960,6989,2359,105469,46491.3,3.94404e-06,17328,0.85,0.08,0.001145475,0.180591819,0.87,0.174875907,7887,-9.71,-63.32,Amazônia
Buritis,1100452,1.49573825891921,0.691877964367055,-10.21,-63.82,237349.9,8192,88821,9261,2615,157516,41682,3.06227e-06,11107,0.84,0.08,0.000706714,0.136324042,0.94,0.263250883,11955,-10.21,-63.82,Amazônia
Novo Horizonte do Oeste,1100502,1.19817233608515,0.554234025845218,-11.71,-62,69660.6,1824,29506,4172,2073,64315,11928,3.29184e-06,7776,0.82,0.28,0.006681515,0.318138652,0.94,0.262806236,11917,-11.71,-62,Amazônia
Cacaulândia,1100601,1.47687689380964,0.683153334359513,-10.34,-62.89,170892.9,5447,106029.31,2707,5506,138574,47423,1.93368e-06,8959,0.61,0.34,0.027685493,0.265586035,0.92,0.255813953,3293,-10.34,-62.89,Amazônia
Campo Novo de Rondônia,1100700,1.22702114927062,0.567578511768574,-10.57,-63.62,196864.6,6537,55067,5857,1841,123271,39827,1.16098e-06,9.97,0.87,0.06,0.001564129,0.137227305,0.99,0.306569343,4208,-10.57,-63.62,Amazônia
Candeias do Jamari,1100809,1.52032548655678,0.703251184852571,-8.79,-63.7,182932.6,8857,70393,3793,2542,92446,76484.24,2.2235e-06,16378,0.75,0.21,0,0.253061225,0.98,0.229032258,3692,-8.79,-63.7,Amazônia
Castanheiras,1100908,1.11811789151482,0.517203545533857,-11.42,-61.95,52055.8,1253,22693.75,1345,2521,45611,11522.46,4.51361e-06,8545,0.78,0.32,0.003466205,0.255591054,0.9,0.149046794,3976,-11.42,-61.95,Amazônia
Chupinguaia,1100924,0.999999999999952,0.462566201166077,-12.55,-60.9,352499.8,12338,208696.7,3331,8375,469825,103143.31,1.38013e-06,7561,0.66,0.35,0.000956938,0.275782155,0.63,0.219138756,2066,-12.55,-60.9,Amazônia
Cujubim,1100940,1.57392905627171,0.728046384464549,-9.36,-62.58,194385.5,7111,78945,5678,3297,132148,55397.84,2.46835e-06,9647,0.74,0.17,0.001581444,0.191682911,0.96,0.186610438,5808,-9.36,-62.58,Amazônia
Governador Jorge Teixeira,1101005,1.12183856051088,0.518924601257161,-10.6,-62.73,132212.4,3703,49517,4644,1365,112965,19501.21,1.75697e-06,7977,0.92,0.19,0,0.145315488,0.96,0.249261666,1923,-10.6,-62.73,Amazônia
Itapuã do Oeste,1101104,1,0.462566201166099,-9.2,-63.18,84682.2,3172,36808,3079,137,69690,24770.88,5.54865e-06,14079,0.81,0.43,0.001308901,0.306338028,0.98,0.209424084,2526,-9.2,-63.18,Amazônia
Ministro Andreazza,1101203,1.07101479855392,0.495415246759762,-11.19,-61.51,60545,1598,29850.98,3616,1688,68064,10205.14,3.66375e-06,8312,0.81,0.16,0.019983347,0.190369541,0.84,0.236469609,13471,-11.19,-61.51,Amazônia
Mirante da Serra,1101302,1.35607877624618,0.627276208010169,-11.02,-62.67,56422.8,2269,29746,3516,1859,59315,8640,3.9533e-06,11519,0.81,0.22,0.000805153,0.21215733,0.88,0.201288245,10285,-11.02,-62.67,Amazônia
Monte Negro,1101401,1.61727473896633,0.748096632245552,-10.24,-63.29,143393.3,3748,52636.76,3978,2966,84643,31804.91,1.67507e-06,9192,0.81,0.2,0.005791506,0.208034433,0.95,0.166023166,8381,-10.24,-63.29,Amazônia
Nova União,1101435,1.18209832231875,0.546798730359805,-10.9,-62.56,61656.7,3085,32770,4569,2988,80461,4836,8.27839e-05,14.31,0.78,0.29,0,0.183823529,0.86,0.204758472,9626,-10.9,-62.56,Amazônia
Parecis,1101450,1.30563705425559,0.603943572288703,-12.17,-61.6,131376.4,2955,38167.44,2491,1925,78027,31634.38,2.80104e-06,7435,0.82,0.27,0,0.345345345,0.98,0.247663551,2316,-12.17,-61.6,Amazônia
Pimenteiras do Oeste,1101468,1,0.462566201166099,-13.48,-61.04,207431.6,7457,92791.42,1281,2098,175039,75359.82,3.53552e-06,12184,0.56,0.57,0.006578947,0.270833333,0.89,0.292763158,0.4,-13.48,-61.04,Amazônia
Primavera de Rondônia,1101476,1.06864279483889,0.494318038012146,-11.82,-61.32,64398.5,2289,18884.26,979,1320,39226,18815,6.71189e-06,9646,0.77,0.39,0,0.302752294,0.86,0.224438903,5632,-11.82,-61.32,Amazônia
São Felipe D'Oeste,1101484,1.0159392807367,0.469939173705795,-11.9,-61.5,41452.4,1199,16864,2260,954,44949,5291.07,4.7705e-06,11781,0.83,0.33,0.012547051,0.149643706,0.97,0.274780427,11066,-11.9,-61.5,Amazônia
São Francisco do Guaporé,1101492,1.52454198980256,0.705201596741176,-12.06,-63.56,255019.9,6253,81233,6136,4836,143014,52056.76,1.13262e-06,12.9,0.79,0.11,0.003076923,0.23238255,0.94,0.142051282,1797,-12.06,-63.56,Amazônia
Seringueiras,1101500,1.15008380108936,0.531989894892572,-11.79,-63.03,117576.1,4034,43951,5166,2698,111245,26679.15,2.28048e-06,8906,0.86,0.09,0.003577818,0.13261944,0.93,0.158616577,3353,-11.79,-63.03,Amazônia
Teixeirópolis,1101559,1.06524433265352,0.492746024269255,-10.91,-62.24,40241.6,1537,20362.72,2273,1829,51473,3284.96,4.91776e-06,8368,0.85,0.27,0,0.162162162,0.93,0.176151762,10.72,-10.91,-62.24,Amazônia
Theobroma,1101609,1.15485905300028,0.53419876502862,-10.24,-62.35,219206.6,3665,59474,5219,2397,132983,50301,1.78512e-06,6864,0.89,0.09,0.000462963,0.178501946,0.94,0.13287037,5165,-10.24,-62.35,Amazônia
Urupá,1101708,1.0388651159783,0.480543890222063,-11.12,-62.37,56977.3,2291,26049.26,4229,1761,74274,4626,2.78351e-06,7539,0.91,0.13,0.00616143,0.14715948,0.98,0.247073321,15755,-11.12,-62.37,Amazônia
Vale do Anari,1101757,1.58600954370444,0.733634409644539,-9.86,-62.18,120711.5,4057,34607.69,5544,2474,71703,20535,3.38278e-06,11596,0.87,0.19,0.001171646,0.214805023,0.97,0.246045694,3556,-9.86,-62.18,Amazônia
Vale do Paraíso,1101807,0.999999999999301,0.462566201165776,-10.44,-62.13,73342,2136,32831.85,2974,446,68953,9682,2.87525e-06,6924,0.81,0.14,0,0.150815217,0.95,0.193205945,8333,-10.44,-62.13,Amazônia
Acrelândia,1200013,1.68121948593121,0.777675310933624,-9.82,-66.88,152246.3,4310,29674,4198,3482,61205,55673,2.71061e-06,12718,0.84,0.08,0.000683995,0.194219653,0.94,0.265389877,7946,-9.82,-66.88,Amazônia
Assis Brasil,1200054,0.999999999999122,0.462566201165693,-10.94,-69.56,69946.6,197,1,1682,237,10162,54329,1.08916e-05,13429,0.91,0.16,0.003824092,0.17062635,0.96,0.185468451,1404,-10.94,-69.56,Amazônia
Brasiléia,1200104,1.28788698506723,0.595732990213809,-11.01,-68.74,337267.4,3822,36711,8000,2426,84631,237025.96,2.32625e-06,14102,0.84,0.13,0.008095238,0.170601676,0.89,0.146666667,6323,-11.01,-68.74,Amazônia
Bujari,1200138,1.45004790005916,0.670743148639245,-9.83,-67.95,264480.4,3866,48423.07,4679,4244,83472,146393.6,2.657e-06,13949,0.79,0.12,0,0.226107226,0.7,0.02991453,3184,-9.83,-67.95,Amazônia
Capixaba,1200179,1.55893927638216,0.721112618924724,-10.57,-67.67,156800.3,2725,34609.46,3980,4696,62277,67883,3.1455e-06,15059,0.86,0.05,0.000775795,0.191122072,0.83,0.03878976,6543,-10.57,-67.67,Amazônia
Cruzeiro do Sul,1200203,1.09433896551164,0.506204218064759,-7.63,-72.66,132413.4,2284,19978,9421,1210,70388,90000.52,1.27949e-05,17835,0.87,0.06,0,0.154148643,0.66,0.045955882,9411,-7.63,-72.66,Amazônia
Epitaciolândia,1200252,1.35893758772458,0.62859859757558,-11.02,-68.74,172858.4,2939,20804.01,4525,1339,52643,105171,3.9678e-06,15204,0.88,0.02,0.001375516,0.220156556,0.98,0.106602476,10479,-11.02,-68.74,Amazônia
Feijó,1200302,1.43246620275979,0.662610449709424,-8.16,-70.35,346174.7,4496,13385,12276,2880,54233,248327.13,4.1462e-06,11852,0.87,0.17,0.001347709,0.178148921,0.77,0.086590297,1157,-8.16,-70.35,Amazônia
Jordão,1200328,1,0.462566201166099,-9.43,-71.88,20681.8,964,1774.01,1841,30,4036,15580.13,6.03522e-05,14563,0.95,0.06,0,0.17184265,0.87,0.018595041,1467,-9.43,-71.88,Amazônia
Mâncio Lima,1200336,1,0.462566201166099,-7.61,-72.89,34150.9,777,7256.51,3660,150,23800,19892.8,2.90929e-05,12.46,0.87,0.17,0.006433824,0.229862475,0.55,0.056066176,3285,-7.61,-72.89,Amazônia
Manoel Urbano,1200344,1.34179973561359,0.620671206428454,-8.83,-69.26,86082,1407,4985.86,2944,210,11417,59272,1.15056e-05,13126,0.82,0.04,0,0.159445407,0.74,0.066666667,0.84,-8.83,-69.26,Amazônia
Marechal Thaumaturgo,1200351,1.00024319430778,0.462678694633193,-8.94,-72.79,36255.4,934,1,4740,433,17720,25017.3,3.56245e-05,15322,0.9,0.23,0.004770423,0.146011396,0.29,0.019081694,2185,-8.94,-72.79,Amazônia
Plácido de Castro,1200385,1.69404115799166,0.783606183071221,-10.33,-67.18,165280.6,5278,47129,4728,2060,79875,43158,2.63663e-06,13901,0.79,0.09,0.002228826,0.239490446,0.98,0.230312036,9522,-10.33,-67.18,Amazônia
Porto Walter,1200393,1.3018878382776,0.602209311696414,-8.26,-72.74,37392.1,781,2462.93,2511,336,12380,28407.15,5.06171e-05,7858,0.95,0.18,0.016129032,0.113780025,0.27,0.008960573,1762,-8.26,-72.74,Amazônia
Rio Branco,1200401,1.29005073986276,0.596733870049834,-9.97,-67.8,512654.5,12143,100503,14004,6419,231963,304978,1.23193e-06,16136,0.75,0.11,0.008280565,0.264091858,0.98,0.11349245,43401,-9.97,-67.8,Amazônia
Rodrigues Alves,1200427,1,0.462566201166099,-7.74,-72.64,46308.6,482,7348.11,4865,284,27843,24964.62,2.8804e-05,12082,0.9,0.11,0.002321981,0.180131004,0.78,0.03869969,5832,-7.74,-72.64,Amazônia
Santa Rosa do Purus,1200435,1,0.462566201166099,-9.43,-70.49,28048.6,412,2227.98,2954,29,7496,19479.26,6.21359e-05,14956,0.79,0.16,0,0.265923567,0.49,0.012658228,1014,-9.43,-70.49,Amazônia
Senador Guiomard,1200450,1.38814676010485,0.642109773482728,-10.15,-67.73,177215,5249,57322.75,4790,4216,117012,42514.51,1.86271e-06,15765,0.74,0.15,0.006189821,0.238938053,0.96,0.08872077,9282,-10.15,-67.73,Amazônia
Sena Madureira,1200500,1.36871967486889,0.633123460465402,-9.06,-68.65,378724.2,6037,34366,10404,4213,103443,234693,1.75947e-06,12363,0.79,0.04,0,0.145330535,0.83,0.143922446,1816,-9.06,-68.65,Amazônia
Tarauacá,1200609,1.38840284172418,0.642228228184573,-8.16,-70.76,377806.6,4504,17773.68,10120,6695,63273,260781,3.15234e-06,13888,0.88,0.07,0.002410468,0.126926196,0.76,0.09607438,1984,-8.16,-70.76,Amazônia
Xapuri,1200708,1,0.462566201166099,-10.65,-68.5,494036,2506,27328,5520,2651,69403,375763,2.30045e-06,18581,0.79,0.13,0.013248543,0.174757282,0.9,0.1054584,3399,-10.65,-68.5,Amazônia
Porto Acre,1200807,1.06754034730012,0.493808083042154,-9.58,-67.53,205876.2,4768,42728,4672,1634,114215,91830,2.32856e-06,15259,0.75,0.28,0.003166561,0.231818182,0.89,0.145661811,6702,-9.58,-67.53,Amazônia
Alvarães,1300029,0.999999999999816,0.462566201166014,-3.22,-64.8,8686.5,864,1748.13,5153,622,15559,2507.83,0.000277797,16324,0.93,0.15,0.000998004,0.172727273,0.68,0.106786427,2686,-3.22,-64.8,Amazônia
Amaturá,1300060,1,0.462566201166099,-3.36,-68.19,6340.5,59,731752,2515,195,8702,5133.79,0.000297385,19.13,0.93,0.14,0,0.189690722,0.24,0.046468401,2365,-3.36,-68.19,Amazônia
Anamã,1300086,1,0.462566201166099,-3.57,-61.4,14032.1,666,1340.47,1645,322,12237,11410.58,0.000497597,17646,0.86,0.13,0.008038585,0.222222222,0.67,0.109324759,5306,-3.57,-61.4,Amazônia
Anori,1300102,1,0.462566201166099,-3.77,-61.64,21664,1320,1,2931,1728,14815,18564.9,0.000302152,16106,0.91,0.13,0,0.197860963,0.83,0.069425901,3346,-3.77,-61.64,Amazônia
Apuí,1300144,1.16783659580672,0.540201737705065,-7.19,-59.89,338777.4,7326,33487,3695,4287,57673,205608.06,3.46036e-06,13897,0.69,0.26,0.002749771,0.235418876,0.95,0.125572869,0.4,-7.19,-59.89,Amazônia
Atalaia do Norte,1300201,1.00000000000001,0.462566201166103,-4.37,-70.19,12616.8,384,1,5080,161,9503,1875.41,0.000330594,11741,0.96,0.02,0,0.083950617,0.74,0.002396166,0.25,-4.37,-70.19,Amazônia
Autazes,1300300,1.34785953917864,0.623474266743354,-3.57,-59.13,169558,3837,15259,10047,3353,68501,98817.95,6.69584e-06,15363,0.8,0.08,0.005807201,0.210357286,0.83,0.041811847,5025,-3.57,-59.13,Amazônia
Barcelos,1300409,0.999999999999833,0.462566201166022,-0.97,-62.92,7666.4,1308,1322.15,2747,978,13178,5240.16,0.000235678,16392,0.93,0.09,0.003218884,0.076601671,0.88,0.042918455,0.23,-0.97,-62.92,Amazônia
Barreirinha,1300508,2.16185271963033,1,-2.79,-57.06,49255.9,9675,5951.99,7314,2868,24525,18250,1.31607e-05,16699,0.95,0.04,0,0.234988881,0.77,0.057631412,5484,-2.79,-57.06,Amazônia
Benjamin Constant,1300607,1,0.462566201166099,-4.38,-70.03,5686.9,1020,1,4007,143,21039,2460.62,0.00045011,15808,0.96,0.13,0.000826446,0.277218664,0.99,0.023966942,4753,-4.38,-70.03,Amazônia
Beruri,1300631,0.999999999999762,0.462566201165989,-3.89,-61.37,28382.2,1407,1,3756,651,18405,22619.29,0.000243785,17584,0.92,0.12,0.005899705,0.159744409,0.56,0.033431662,1086,-3.89,-61.37,Amazônia
Boa Vista do Ramos,1300680,1.08203024846973,0.500510621581454,-2.97,-57.59,50141.1,533,3374.35,6098,314,16927,30024.67,3.11143e-05,16894,0.79,0.06,0.00536193,0.171245421,0.96,0.051831993,7138,-2.97,-57.59,Amazônia
Boca do Acre,1300706,1.57028696321153,0.726361675313407,-8.75,-67.39,330680.8,5132,27452.86,9425,4741,79759,171024.18,2.39614e-06,16762,0.91,0.06,0.000592944,0.178530643,0.71,0.06581678,1558,-8.75,-67.39,Amazônia
Borba,1300805,1.29346274525068,0.59831214842048,-4.38,-59.59,39667.3,1641,3702.74,8701,723,23895,26403.59,4.77655e-05,30353,0.92,0.13,0,0.134938002,0.72,0.035796767,0.92,-4.38,-59.59,Amazônia
Caapiranga,1300839,1,0.462566201166099,-3.32,-61.2,3619.1,206,242353,620,46,3935,2619.11,0.000166729,12767,0.86,0.08,0.009389671,0.125,0.54,0.023474178,1356,-3.32,-61.2,Amazônia
Canutama,1300904,1.00000000000008,0.462566201166138,-6.53,-64.38,157963.3,3191,12817.33,4168,1777,72415,110833.75,1.75639e-05,24733,0.7,0.08,0.000971817,0.201793722,0.63,0.064139942,0.46,-6.53,-64.38,Amazônia
Carauari,1301001,1.00000000000044,0.462566201166302,-4.88,-66.89,266089.9,1097,3817.92,4026,364,22730,258521.66,8.4638e-05,14299,0.86,0.04,0.002657807,0.195255475,0.35,0.012624585,1099,-4.88,-66.89,Amazônia
Careiro,1301100,1.44905217886652,0.670282561669743,-3.76,-60.36,95427.6,2271,13338,8397,806,37996,61501.94,1.89687e-05,18.91,0.82,0.09,0,0.191850594,0.87,0.079441292,6135,-3.76,-60.36,Amazônia
Careiro da Várzea,1301159,1.07469946179999,0.497119647440074,-3.22,-59.82,64704.5,2597,14976,5976,1054,62477,22018.7,7.97523e-06,31721,0.87,0.1,0.003800217,0.212824011,0.84,0.045602606,11.11,-3.22,-59.82,Amazônia
Coari,1301209,1.18863650906023,0.549823074563324,-4.08,-63.14,73094,3340,4840.28,8782,670,42274,59697.47,0.000113071,19684,0.94,0.06,0.001840773,0.134674923,0.83,0.067648412,1462,-4.08,-63.14,Amazônia
Codajás,1301308,1.06355052880396,0.491962527857045,-3.83,-62.05,69653.4,1590,2464,3878,706,23911,61019.09,0.000112121,19168,0.87,0.29,0.000884956,0.158469945,0.86,0.115044248,1487,-3.83,-62.05,Amazônia
Eirunepé,1301407,2.11937508895742,0.980351283745095,-6.65,-69.87,13469.7,1762,3157.59,4641,874,14859,2015.67,3.78485e-05,19.43,0.96,0.32,0,0.100137174,0.55,0.063688213,2331,-6.65,-69.87,Amazônia
Envira,1301506,1.27519108648686,0.589860296637096,-7.43,-70.02,70561.1,1090,3300.3,5885,1607,21349,48552.85,2.21282e-05,19005,0.64,0.3,0,0.109295199,0.79,0.045719844,2597,-7.43,-70.02,Amazônia
Fonte Boa,1301605,1,0.462566201166099,-2.51,-66.09,917.5,1671,1927.32,4683,1530,11057,43553,0.000163617,19165,0.94,0.19,0,0.141230068,0.92,0.039727582,1618,-2.51,-66.09,Amazônia
Guajará,1301654,0.999999999999676,0.462566201165949,-7.54,-72.58,69580.1,1047,1,4124,725,24605,42253.9,1.78544e-05,10185,0.9,0.09,0.001054852,0.117829457,0.92,0.034810127,2154,-7.54,-72.58,Amazônia
Humaitá,1301704,1.23399497378924,0.570804367283747,-7.5,-63.02,88209.2,2514,11333,2571,852,27571,55005.4,1.92001e-05,18201,0.85,0.13,0,0.155477032,0.7,0.0546875,1612,-7.5,-63.02,Amazônia
Ipixuna,1301803,3.27433320232377,0.602321774727882,-7.05,-71.69,27308.8,794,3549.48,4233,738,17478,8281.11,3.52212e-05,15.02,0.81,0.14,0,0.1179941,0.65,0.042766151,2337,-7.05,-71.69,Amazônia
Iranduba,1301852,2.29187112078904,0.42159541977632,-3.28,-60.18,24300.3,3873,27304,5700,1707,99207,13863,4.73958e-05,41958,0.79,0.3,0.001429593,0.289915966,0.88,0.088634739,21385,-3.28,-60.18,Amazônia
Itacoatiara,1301902,2.73767144825845,0.503601504015115,-3.14,-58.44,146627.8,4636,27867,10505,2711,101535,92119,8.30381e-06,27665,0.85,0.15,0.008599509,0.214070352,0.93,0.084766585,11.23,-3.14,-58.44,Amazônia
Itamarati,1301951,1,0.183952498878372,-6.42,-68.25,6785.7,97,1,2060,401,11135,2420.32,0.000182413,8597,0.86,0.26,0,0.0609319,0.56,0.008762322,0.32,-6.42,-68.25,Amazônia
Itapiranga,1302009,1,0.183952498878372,-2.74,-58.02,11538.3,373,1,746,52,3737,7826.8,0.000113101,16582,0.96,0.23,0,0.339712919,0.95,0.128318584,2105,-2.74,-58.02,Amazônia
Japurá,1302108,1,0.183952498878372,-1.82,-66.59,3041.8,257,771886,1256,8,4616,2043.09,0.000282792,13581,0.82,0.15,0,0.170818505,0.89,0.023178808,0.08,-1.82,-66.59,Amazônia
Juruá,1302207,0.999999999999978,0.183952498878368,-3.48,-66.06,2181.7,634,1,3176,21,3142,161878,0.000248565,9637,0.89,0.01,0,0.139726027,0.87,0.014354067,0.72,-3.48,-66.06,Amazônia
Jutaí,1302306,1.97826266818408,0.363906361250259,-2.74,-66.76,6092.3,2140,1836.14,4245,633,14320,1001.9,0.000188541,27.17,0.94,0.03,0,0.122040073,0.49,0.01,0.23,-2.74,-66.76,Amazônia
Lábrea,1302405,2.84894628709045,0.52407078868055,-7.25,-64.79,346270.1,7247,28518.69,9397,3825,102162,124936.13,1.56962e-06,27529,0.86,0.07,0.004876067,0.118987342,0.74,0.057293783,0.66,-7.25,-64.79,Amazônia
Manacapuru,1302504,2.924218319497,0.537917267137389,-3.29,-60.62,55464.8,3197,19881.7,8384,5121,69227,38563.74,2.70774e-05,23241,0.89,0.1,0.003818413,0.172897196,0.89,0.089096309,13148,-3.29,-60.62,Amazônia
Manaquiri,1302553,3.51007282797503,0.645686667951082,-3.42,-60.45,39161.7,431,2679.07,4784,337,14978,28219.57,5.2797e-05,17739,0.96,0.16,0.003903201,0.202898551,0.93,0.022638564,7606,-3.42,-60.45,Amazônia
Manaus,1302603,2.79461722861316,0.514076822611942,-3.1,-60.02,42006,5554,68148,7949,3625,172366,31529,4.19297e-05,33512,0.62,0.26,0.005661348,0.372894948,0.64,0.064333505,186847,-3.1,-60.02,Amazônia
Manicoré,1302702,2.66897557311111,0.490964726119126,-5.8,-61.29,210856.8,5227,32837,10836,5863,118617,113052.23,4.24068e-06,16558,0.87,0.09,0.006415094,0.231595092,0.67,0.101132075,1132,-5.8,-61.29,Amazônia
Maraã,1302801,0.999999999999982,0.183952498878369,-1.85,-65.58,4185.9,969,1,2626,707,14340,1478.88,0.000195914,12975,0.94,0.05,0,0.191318328,0.92,0.011034483,1101,-1.85,-65.58,Amazônia
Maués,1302900,3.88211287598963,0.714124364466198,-3.38,-57.71,134043.4,2968,9129,8447,1823,35289,87276.85,2.9478e-05,14991,0.84,0.13,0.007307476,0.153072626,0.96,0.084879146,1556,-3.38,-57.71,Amazônia
Nhamundá,1303007,3.99223033638785,0.73438074647659,-2.18,-56.71,53425.6,1507,4755,7388,427,22753,11749.12,1.80401e-05,21399,0.9,0.04,0.003039514,0.19865643,0.78,0.112462006,1482,-2.18,-56.71,Amazônia
